,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,26620,-1,-1,14,2,1,44,3,7,1,3,1,1
1,30780,-1,-1,1,2,1,34,1,1,6,3,5,5
2,30780,-1,-1,1,1,1,39,1,1,6,3,5,5
3,30780,-1,-1,1,1,1,-1,-1,1,6,3,5,5
4,30780,-1,-1,1,2,1,-1,-1,1,6,3,5,5
5,30780,-1,-1,1,2,1,-1,-1,1,6,3,5,5
6,30780,-1,-1,1,1,1,-1,-1,1,6,3,5,5
7,30780,-1,-1,14,2,2,43,4,4,3,3,5,5
8,30780,-1,-1,14,1,2,35,6,4,3,3,5,5
9,30780,-1,-1,14,2,2,43,6,4,3,3,5,5
10,30780,-1,-1,14,1,1,44,1,1,2,3,5,5
11,30780,-1,-1,14,2,1,43,1,1,2,3,5,5
12,30780,-1,-1,14,1,1,43,4,6,1,3,5,5
13,31080,-1,-1,3,1,1,39,1,1,3,4,6,6
14,31080,-1,-1,3,2,1,41,1,1,3,4,6,6
15,31080,-1,-1,3,1,1,36,6,1,3,4,6,6
16,23580,-1,-1,15,1,1,44,1,1,2,3,13,13
17,23580,-1,-1,15,2,1,43,1,1,2,3,13,13
18,35620,-1,-1,4,2,1,44,4,7,1,1,34,34
19,0,-1,-1,9,2,1,42,5,4,2,4,2,2
20,0,-1,-1,9,1,1,-1,-1,4,2,4,2,2
21,0,-1,-1,7,2,3,39,1,1,2,4,2,2
22,0,-1,-1,7,1,1,40,1,1,2,4,2,2
23,35620,-1,-1,12,1,1,43,1,1,2,1,36,36
24,35620,-1,-1,12,2,1,43,1,1,2,1,36,36
25,35620,-1,-1,15,1,1,42,2,6,1,1,36,36
26,32820,-1,-1,7,2,1,39,5,4,4,3,47,47
27,32820,-1,-1,7,1,1,40,6,4,4,3,47,47
28,32820,-1,-1,7,2,1,37,6,4,4,3,47,47
29,32820,-1,-1,7,2,1,-1,-1,4,4,3,47,47
30,41180,-1,-1,11,2,2,42,5,4,3,2,17,17
31,41180,-1,-1,11,1,2,-1,-1,4,3,2,17,17
32,41180,-1,-1,11,1,2,-1,-1,4,3,2,17,17
33,0,-1,-1,9,2,1,41,3,4,2,2,27,27
34,0,-1,-1,9,2,1,-1,-1,4,2,2,27,27
35,28660,-1,-1,8,2,1,41,3,7,1,3,48,48
36,28660,-1,-1,6,2,2,39,6,7,1,3,48,48
37,33860,-1,-1,16,2,1,40,1,1,2,3,1,1
38,33860,-1,-1,16,1,1,39,1,1,2,3,1,1
39,0,-1,-1,1,2,1,40,6,7,2,3,21,21
40,0,-1,-1,1,1,1,39,4,7,2,3,21,21
41,0,-1,-1,10,1,1,39,1,1,3,4,30,30
42,0,-1,-1,10,2,1,39,1,1,3,4,30,30
43,0,-1,-1,10,1,1,39,6,1,3,4,30,30
44,24340,-1,-1,16,2,1,40,1,1,2,2,26,26
45,24340,-1,-1,16,1,1,39,1,1,2,2,26,26
46,41860,-1,-1,16,2,1,43,1,1,4,4,6,6
47,41860,-1,-1,16,1,1,45,1,1,4,4,6,6
48,41860,-1,-1,16,1,1,38,6,1,4,4,6,6
49,41860,-1,-1,16,2,1,-1,-1,1,4,4,6,6
50,34980,-1,-1,15,1,1,43,1,1,4,3,47,47
51,34980,-1,-1,15,2,1,44,1,1,4,3,47,47
52,34980,-1,-1,15,2,1,-1,-1,1,4,3,47,47
53,34980,-1,-1,15,1,1,-1,-1,1,4,3,47,47
54,34980,-1,-1,13,2,1,46,1,1,5,3,47,47
55,34980,-1,-1,13,1,1,44,1,1,5,3,47,47
56,34980,-1,-1,13,1,1,-1,-1,1,5,3,47,47
