,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,30780,-1,-1,2,2,1,34,1,1,6,3,5,5
1,30780,-1,-1,2,1,1,35,1,1,6,3,5,5
2,30780,-1,-1,2,1,1,35,6,1,6,3,5,5
3,30780,-1,-1,2,2,1,-1,-1,1,6,3,5,5
4,30780,-1,-1,2,2,1,-1,-1,1,6,3,5,5
5,30780,-1,-1,2,1,1,-1,-1,1,6,3,5,5
6,30780,-1,-1,13,1,1,40,1,1,4,3,5,5
7,30780,-1,-1,13,2,1,39,1,1,4,3,5,5
8,30780,-1,-1,13,2,1,42,4,1,4,3,5,5
9,30780,-1,-1,13,2,1,-1,-1,1,4,3,5,5
10,23580,-1,-1,12,2,1,43,1,1,2,3,13,13
11,23580,-1,-1,12,1,1,43,1,1,2,3,13,13
12,23580,-1,-1,1,2,2,43,4,4,2,3,13,13
13,23580,-1,-1,1,2,2,40,4,4,2,3,13,13
14,35620,-1,-1,14,2,1,44,4,7,1,1,34,34
15,0,-1,-1,14,2,3,39,1,1,2,4,2,2
16,0,-1,-1,14,1,1,40,1,1,2,4,2,2
17,0,-1,-1,9,2,3,40,6,4,3,4,2,2
18,0,-1,-1,9,1,3,-1,-1,4,3,4,2,2
19,0,-1,-1,9,2,10,-1,-1,4,3,4,2,2
20,35620,-1,-1,13,1,1,43,1,1,2,1,36,36
21,35620,-1,-1,13,2,1,43,1,1,2,1,36,36
22,32820,-1,-1,7,2,1,39,5,4,4,3,47,47
23,32820,-1,-1,7,1,1,39,6,4,4,3,47,47
24,32820,-1,-1,7,2,1,39,6,4,4,3,47,47
25,32820,-1,-1,7,2,1,36,6,4,4,3,47,47
26,0,-1,-1,11,2,1,44,1,1,2,3,21,21
27,0,-1,-1,11,1,1,34,1,1,2,3,21,21
28,12020,-1,-1,14,1,1,39,1,1,3,3,13,13
29,12020,-1,-1,14,2,1,46,1,1,3,3,13,13
30,12020,-1,-1,14,1,1,34,6,1,3,3,13,13
31,24340,-1,-1,16,2,1,40,1,1,2,2,26,26
32,24340,-1,-1,16,1,1,39,1,1,2,2,26,26
33,24340,-1,-1,16,1,4,44,1,1,3,2,26,26
34,24340,-1,-1,16,2,4,44,1,1,3,2,26,26
35,24340,-1,-1,16,1,4,44,6,1,3,2,26,26
