,CBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,REGION,STATE,state
0,22900,-1,-1,11,2,1,39,1,1,5,3,5,5
1,22900,-1,-1,11,1,1,40,1,1,5,3,5,5
2,22900,-1,-1,11,2,1,43,6,1,5,3,5,5
3,22900,-1,-1,11,2,1,39,4,1,5,3,5,5
4,22900,-1,-1,11,1,6,39,6,1,5,3,5,5
5,12220,-1,-1,11,2,1,39,1,1,2,3,1,1
6,12220,-1,-1,11,1,1,39,1,1,2,3,1,1
7,0,-1,-1,8,1,1,39,6,6,2,1,50,50
8,0,-1,-1,8,2,1,43,4,6,2,1,50,50
9,19740,-1,-1,10,2,1,40,4,7,1,4,8,8
10,0,-1,-1,1,2,2,37,6,4,3,3,1,1
11,0,-1,-1,1,1,2,-1,-1,4,3,3,1,1
12,0,-1,-1,1,2,2,-1,-1,4,3,3,1,1
13,42200,-1,-1,16,1,1,41,1,1,2,4,6,6
14,42200,-1,-1,16,2,1,43,1,1,2,4,6,6
15,26620,-1,-1,13,2,1,42,4,7,1,3,1,1
16,24540,-1,-1,16,1,1,40,1,1,3,4,8,8
17,24540,-1,-1,16,2,1,43,1,1,3,4,8,8
18,24540,-1,-1,16,1,1,-1,-1,1,3,4,8,8
19,41940,-1,-1,16,1,4,43,1,1,4,4,6,6
20,41940,-1,-1,16,2,4,43,1,1,4,4,6,6
21,41940,-1,-1,16,1,4,40,6,1,4,4,6,6
22,41940,-1,-1,16,1,4,40,6,1,4,4,6,6
23,30780,-1,-1,14,1,4,46,1,1,2,3,5,5
24,30780,-1,-1,14,2,4,40,1,1,2,3,5,5
25,0,-1,-1,15,1,1,39,1,1,5,4,2,2
26,0,-1,-1,15,2,1,39,1,1,5,4,2,2
27,0,-1,-1,15,2,1,-1,-1,1,5,4,2,2
28,0,-1,-1,15,2,1,-1,-1,1,5,4,2,2
29,0,-1,-1,15,1,1,-1,-1,1,5,4,2,2
30,19100,-1,-1,16,2,1,43,1,1,3,3,48,48
31,19100,-1,-1,16,1,1,44,1,1,3,3,48,48
32,19100,-1,-1,16,2,1,40,6,1,3,3,48,48
33,46520,-1,-1,14,2,8,39,6,4,8,4,15,15
34,46520,-1,-1,14,1,15,41,6,4,8,4,15,15
35,46520,-1,-1,14,1,21,37,6,4,8,4,15,15
36,46520,-1,-1,14,1,21,-1,-1,4,8,4,15,15
37,46520,-1,-1,14,2,21,-1,-1,4,8,4,15,15
38,46520,-1,-1,14,1,21,-1,-1,4,8,4,15,15
39,46520,-1,-1,14,1,9,36,6,4,8,4,15,15
40,46520,-1,-1,14,1,9,-1,-1,4,8,4,15,15
41,13820,-1,-1,13,1,1,43,1,1,2,3,1,1
42,13820,-1,-1,13,2,1,43,1,1,2,3,1,1
43,0,-1,-1,12,1,1,41,4,3,3,3,1,1
44,0,-1,-1,12,2,1,39,6,3,3,3,1,1
45,0,-1,-1,12,2,6,-1,-1,3,3,3,1,1
46,42220,-1,-1,8,2,1,40,6,7,1,4,6,6
47,22220,-1,-1,13,2,1,39,1,1,7,3,5,5
48,22220,-1,-1,13,1,1,36,1,1,7,3,5,5
49,22220,-1,-1,13,1,1,37,6,1,7,3,5,5
50,22220,-1,-1,13,1,1,34,6,1,7,3,5,5
51,22220,-1,-1,13,1,1,-1,-1,1,7,3,5,5
52,22220,-1,-1,13,2,1,-1,-1,1,7,3,5,5
53,22220,-1,-1,13,1,1,-1,-1,1,7,3,5,5
54,40900,-1,-1,15,2,1,39,1,1,2,4,6,6
55,40900,-1,-1,15,1,1,39,1,1,2,4,6,6
56,0,-1,-1,16,1,1,45,6,6,1,4,2,2
57,19740,-1,-1,13,1,1,40,6,6,3,4,8,8
58,19740,-1,-1,13,1,1,40,6,6,3,4,8,8
59,19740,-1,-1,13,1,1,40,6,6,3,4,8,8
60,33860,-1,-1,13,2,1,43,1,1,2,3,1,1
61,33860,-1,-1,13,1,1,46,1,1,2,3,1,1
62,30780,-1,-1,10,1,1,39,1,1,4,3,5,5
63,30780,-1,-1,10,2,1,37,1,1,4,3,5,5
64,30780,-1,-1,10,1,1,39,1,1,4,3,5,5
65,30780,-1,-1,10,2,1,39,1,1,4,3,5,5
66,44700,-1,-1,9,1,2,39,1,1,2,4,6,6
67,44700,-1,-1,9,2,2,39,1,1,2,4,6,6
68,0,-1,-1,16,2,3,43,1,1,5,4,2,2
69,0,-1,-1,16,1,1,40,1,1,5,4,2,2
70,0,-1,-1,16,1,3,36,6,1,5,4,2,2
71,0,-1,-1,16,1,3,-1,-1,1,5,4,2,2
72,0,-1,-1,16,1,3,-1,-1,1,5,4,2,2
73,16980,-1,-1,14,1,1,43,1,1,4,2,17,17
74,16980,-1,-1,14,2,1,43,1,1,4,2,17,17
75,16980,-1,-1,14,2,1,-1,-1,1,4,2,17,17
76,16980,-1,-1,14,2,1,-1,-1,1,4,2,17,17
77,36420,-1,-1,9,2,1,40,1,1,6,3,40,40
78,36420,-1,-1,9,1,1,45,1,1,6,3,40,40
79,36420,-1,-1,9,2,1,40,6,1,6,3,40,40
80,36420,-1,-1,9,1,1,39,6,1,6,3,40,40
81,36420,-1,-1,9,1,1,-1,-1,1,6,3,40,40
82,36420,-1,-1,9,2,1,-1,-1,1,6,3,40,40
83,40140,-1,-1,16,1,1,42,1,1,2,4,6,6
84,40140,-1,-1,16,2,1,43,1,1,2,4,6,6
85,0,-1,-1,12,2,1,39,3,7,1,1,50,50
86,0,-1,-1,11,2,1,41,2,7,1,3,1,1
87,37100,-1,-1,14,2,1,42,1,1,6,4,6,6
88,37100,-1,-1,14,1,1,39,1,1,6,4,6,6
89,37100,-1,-1,14,1,1,39,6,1,6,4,6,6
90,37100,-1,-1,14,1,1,37,6,1,6,4,6,6
91,37100,-1,-1,14,1,1,36,6,1,6,4,6,6
92,37100,-1,-1,14,2,1,-1,-1,1,6,4,6,6
93,19740,-1,-1,13,1,1,39,4,6,1,4,8,8
94,19740,-1,-1,11,2,1,43,1,1,2,4,8,8
95,19740,-1,-1,11,1,1,44,1,1,2,4,8,8
96,0,-1,-1,16,1,1,43,1,1,2,3,5,5
97,0,-1,-1,16,2,1,43,1,1,2,3,5,5
98,34980,-1,-1,14,1,2,43,1,1,3,3,47,47
99,34980,-1,-1,14,2,2,44,1,1,3,3,47,47
100,34980,-1,-1,14,2,2,40,6,1,3,3,47,47
101,0,-1,-1,14,2,3,40,4,7,1,4,2,2
102,17820,-1,-1,11,1,1,42,1,1,2,4,8,8
103,17820,-1,-1,11,2,1,40,1,1,2,4,8,8
104,40140,-1,-1,12,2,2,39,6,4,2,4,6,6
105,40140,-1,-1,12,1,2,-1,-1,4,2,4,6,6
106,39820,-1,-1,9,1,1,40,4,6,1,4,6,6
107,16980,-1,-1,7,1,1,40,1,1,2,2,18,18
108,16980,-1,-1,7,2,1,39,1,1,2,2,18,18
109,16980,-1,-1,14,2,1,39,4,7,1,2,18,18
110,33660,-1,-1,16,1,5,43,1,1,2,3,1,1
111,33660,-1,-1,16,2,1,43,1,1,2,3,1,1
112,0,-1,-1,14,1,1,41,1,1,2,3,5,5
113,0,-1,-1,14,2,1,42,1,1,2,3,5,5
114,19740,-1,-1,14,2,1,42,1,1,2,4,8,8
115,19740,-1,-1,14,1,1,39,1,1,2,4,8,8
116,30780,-1,-1,13,2,2,40,2,7,1,3,5,5
117,16740,-1,-1,13,2,2,43,6,7,1,3,37,37
118,30780,-1,-1,13,1,1,39,6,6,1,3,5,5
119,16740,-1,-1,14,2,1,44,6,7,1,3,37,37
120,0,1,16,15,1,3,39,4,6,1,4,2,2
121,0,-1,-1,15,1,6,44,4,6,1,3,1,1
122,41940,-1,-1,16,1,4,43,1,1,3,4,6,6
123,41940,-1,-1,16,2,4,44,1,1,3,4,6,6
124,41940,-1,-1,16,2,4,44,2,1,3,4,6,6
125,41540,-1,-1,12,2,2,40,6,7,1,3,10,10
126,48620,-1,-1,14,1,1,42,6,3,3,2,20,20
127,48620,-1,-1,14,2,1,42,6,3,3,2,20,20
128,48620,-1,-1,14,2,1,-1,-1,3,3,2,20,20
129,0,-1,-1,14,1,1,43,6,6,2,2,20,20
130,0,-1,-1,14,2,1,43,4,6,2,2,20,20
131,48620,-1,-1,16,1,1,43,3,3,3,2,20,20
132,48620,-1,-1,16,1,1,-1,-1,3,3,2,20,20
133,48620,-1,-1,16,2,1,-1,-1,3,3,2,20,20
134,0,-1,-1,16,1,1,43,1,1,2,4,30,30
135,0,-1,-1,16,2,1,39,1,1,2,4,30,30
136,0,-1,-1,15,1,1,43,1,1,2,4,30,30
137,0,-1,-1,15,2,1,40,1,1,2,4,30,30
138,0,-1,-1,7,2,1,39,3,7,1,4,30,30
139,0,-1,-1,1,2,1,40,4,7,1,3,40,40
140,0,-1,-1,9,1,1,39,1,1,2,3,40,40
141,0,-1,-1,9,2,1,42,1,1,2,3,40,40
142,0,-1,-1,8,2,1,39,1,1,5,3,40,40
143,0,-1,-1,8,1,1,39,1,1,5,3,40,40
144,0,-1,-1,8,1,1,39,1,1,5,3,40,40
145,0,-1,-1,8,1,1,39,6,1,5,3,40,40
146,0,-1,-1,8,2,1,39,1,1,5,3,40,40
147,15540,-1,-1,8,2,1,39,4,7,1,1,50,50
148,15540,-1,-1,14,2,1,43,1,1,2,1,50,50
149,15540,-1,-1,14,1,1,44,1,1,2,1,50,50
150,0,-1,-1,11,1,1,43,4,6,1,1,50,50
151,0,-1,-1,16,1,1,44,1,1,2,1,50,50
152,0,-1,-1,16,2,1,41,1,1,2,1,50,50
153,15540,-1,-1,16,1,1,45,1,1,2,1,50,50
154,15540,-1,-1,16,2,1,45,1,1,2,1,50,50
155,42220,-1,-1,14,1,1,40,4,6,1,4,6,6
156,40140,-1,-1,16,1,4,44,6,6,2,4,6,6
157,40140,-1,-1,16,1,1,44,6,6,2,4,6,6
158,12420,-1,-1,14,2,5,43,6,7,1,3,48,48
159,0,-1,-1,13,1,1,39,3,6,1,3,1,1
160,26620,-1,-1,13,1,2,40,1,1,3,3,1,1
161,26620,-1,-1,13,2,2,40,1,1,3,3,1,1
162,26620,-1,-1,13,2,2,44,6,1,3,3,1,1
163,26620,-1,-1,14,2,1,40,1,1,2,3,1,1
164,26620,-1,-1,14,1,1,40,1,1,2,3,1,1
165,13820,-1,-1,14,1,1,40,6,6,1,3,1,1
166,0,-1,-1,7,2,1,40,6,7,2,3,1,1
167,0,-1,-1,7,2,1,40,6,7,2,3,1,1
168,0,-1,-1,6,2,1,39,4,7,1,3,1,1
169,33860,-1,-1,13,1,2,42,6,6,1,3,1,1
170,0,-1,-1,8,2,1,39,1,1,2,3,1,1
171,0,-1,-1,8,1,1,39,1,1,2,3,1,1
172,0,-1,-1,5,2,1,37,3,7,1,3,1,1
173,22520,-1,-1,4,1,1,39,6,6,1,3,1,1
174,22520,-1,-1,16,1,1,43,1,1,5,3,1,1
175,22520,-1,-1,16,2,1,43,1,1,5,3,1,1
176,22520,-1,-1,16,2,1,43,6,1,5,3,1,1
177,22520,-1,-1,16,2,1,43,6,1,5,3,1,1
178,22520,-1,-1,16,2,1,-1,-1,1,5,3,1,1
179,0,-1,-1,16,1,1,43,1,1,3,3,21,21
180,0,-1,-1,16,2,1,42,1,1,3,3,21,21
181,0,-1,-1,16,2,1,40,6,1,3,3,21,21
182,14540,-1,-1,12,2,1,43,6,7,1,3,21,21
183,36540,-1,-1,7,2,1,40,4,4,3,2,31,31
184,36540,-1,-1,7,1,1,39,4,4,3,2,31,31
185,36540,-1,-1,7,1,1,39,6,4,3,2,31,31
186,36540,-1,-1,5,1,1,43,3,6,1,2,31,31
187,38900,-1,-1,14,1,1,42,1,1,4,4,41,41
188,38900,-1,-1,14,1,1,-1,-1,1,4,4,41,41
189,38900,-1,-1,14,1,1,-1,-1,1,4,4,41,41
190,38900,-1,-1,14,2,1,44,1,1,4,4,41,41
191,0,-1,-1,13,2,1,40,1,1,6,3,1,1
192,0,-1,-1,13,1,1,-1,-1,1,6,3,1,1
193,0,-1,-1,13,2,1,-1,-1,1,6,3,1,1
194,0,-1,-1,13,1,1,-1,-1,1,6,3,1,1
195,0,-1,-1,13,2,1,-1,-1,1,6,3,1,1
196,0,-1,-1,13,1,1,39,1,1,6,3,1,1
197,13460,-1,-1,12,1,1,40,6,6,3,4,41,41
198,13460,-1,-1,12,1,1,41,6,6,3,4,41,41
199,13460,-1,-1,12,1,1,39,6,6,3,4,41,41
200,0,-1,-1,13,1,7,43,1,1,2,4,41,41
201,0,-1,-1,13,2,4,41,1,1,2,4,41,41
202,0,-1,-1,4,1,1,36,1,1,3,3,1,1
203,0,-1,-1,4,2,1,39,1,1,3,3,1,1
204,0,-1,-1,4,1,1,39,6,1,3,3,1,1
205,13460,-1,-1,6,2,1,44,1,1,2,4,41,41
206,13460,-1,-1,6,1,1,46,1,1,2,4,41,41
207,13460,-1,-1,15,2,1,43,4,7,3,4,41,41
208,13460,-1,-1,15,1,1,43,6,7,3,4,41,41
209,13460,-1,-1,15,2,1,-1,-1,7,3,4,41,41
210,0,-1,-1,15,1,1,43,1,1,6,4,41,41
211,0,-1,-1,15,2,1,41,1,1,6,4,41,41
212,0,-1,-1,15,1,1,-1,-1,1,6,4,41,41
213,0,-1,-1,15,1,1,-1,-1,1,6,4,41,41
214,0,-1,-1,15,1,1,36,6,1,6,4,41,41
215,0,-1,-1,15,2,1,-1,-1,1,6,4,41,41
216,32780,-1,-1,11,2,1,40,1,1,6,4,41,41
217,32780,-1,-1,11,1,1,43,1,1,6,4,41,41
218,32780,-1,-1,11,2,1,-1,-1,1,6,4,41,41
219,32780,-1,-1,11,1,1,-1,-1,1,6,4,41,41
220,32780,-1,-1,11,2,1,-1,-1,1,6,4,41,41
221,32780,-1,-1,11,2,1,-1,-1,1,6,4,41,41
222,41420,-1,-1,14,1,1,39,6,3,3,4,41,41
223,41420,-1,-1,14,2,1,39,4,3,3,4,41,41
224,41420,-1,-1,14,2,1,37,6,3,3,4,41,41
225,13980,-1,-1,12,2,1,39,4,7,1,3,51,51
226,0,-1,-1,8,2,1,37,3,7,1,3,1,1
227,0,-1,-1,14,2,1,40,1,1,2,3,51,51
228,0,-1,-1,14,1,1,40,1,1,2,3,51,51
229,40060,-1,-1,15,1,2,43,1,1,2,3,51,51
230,40060,-1,-1,15,2,2,43,1,1,2,3,51,51
231,47900,-1,-1,11,1,1,39,6,3,3,3,51,51
232,47900,-1,-1,11,1,1,36,6,3,3,3,51,51
233,47900,-1,-1,11,1,1,-1,-1,3,3,3,51,51
234,40060,-1,-1,11,1,2,41,4,6,2,3,51,51
235,40060,-1,-1,11,2,2,40,5,6,2,3,51,51
236,0,-1,-1,15,1,1,33,1,1,2,3,51,51
237,0,-1,-1,15,2,1,38,1,1,2,3,51,51
238,33660,-1,-1,11,2,2,40,6,7,1,3,1,1
239,19300,-1,-1,16,2,1,43,1,1,2,3,1,1
240,19300,-1,-1,16,1,1,39,1,1,2,3,1,1
241,38300,-1,-1,13,2,1,39,4,4,4,1,42,42
242,38300,-1,-1,13,2,1,39,6,4,4,1,42,42
243,38300,-1,-1,13,1,1,-1,-1,4,4,1,42,42
244,38300,-1,-1,13,2,1,-1,-1,4,4,1,42,42
245,41740,-1,-1,15,1,1,43,6,6,2,4,6,6
246,41740,-1,-1,15,2,1,41,6,6,2,4,6,6
247,0,-1,-1,16,2,1,46,1,1,4,4,2,2
248,0,-1,-1,16,1,1,43,1,1,4,4,2,2
249,0,-1,-1,16,2,1,-1,-1,1,4,4,2,2
250,0,-1,-1,16,1,1,-1,-1,1,4,4,2,2
251,45300,-1,-1,11,1,2,43,4,6,1,3,12,12
252,45300,-1,-1,15,1,1,43,6,6,2,3,12,12
253,45300,-1,-1,15,2,1,43,6,6,2,3,12,12
254,45300,-1,-1,6,2,1,43,1,1,4,3,12,12
255,45300,-1,-1,6,1,1,41,1,1,4,3,12,12
256,45300,-1,-1,6,1,1,-1,-1,1,4,3,12,12
257,45300,-1,-1,6,1,1,-1,-1,1,4,3,12,12
258,45300,-1,-1,12,1,2,43,6,6,1,3,12,12
259,45300,-1,-1,11,2,1,39,4,7,1,3,12,12
260,37860,-1,-1,16,1,1,46,1,1,3,3,12,12
261,37860,-1,-1,16,2,1,46,1,1,3,3,12,12
262,37860,-1,-1,16,1,1,-1,-1,1,3,3,12,12
263,37460,-1,-1,16,1,1,40,1,1,2,3,12,12
264,37460,-1,-1,16,2,1,43,1,1,2,3,12,12
265,36740,-1,-1,14,1,1,43,1,1,2,3,12,12
266,36740,-1,-1,14,2,1,42,1,1,2,3,12,12
267,19660,-1,-1,10,1,2,39,3,6,1,3,12,12
268,27260,-1,-1,9,1,4,43,6,6,1,3,12,12
269,37340,-1,-1,13,2,1,40,1,1,2,3,12,12
270,37340,-1,-1,13,1,1,34,1,1,2,3,12,12
271,45300,-1,-1,14,1,1,42,1,1,2,3,12,12
272,45300,-1,-1,14,2,1,40,1,1,2,3,12,12
273,12940,-1,-1,15,2,1,40,1,1,3,3,22,22
274,12940,-1,-1,15,1,1,36,1,1,3,3,22,22
275,12940,-1,-1,15,1,1,-1,-1,1,3,3,22,22
276,35380,-1,-1,10,1,1,33,1,1,3,3,22,22
277,35380,-1,-1,10,2,1,-1,-1,1,3,3,22,22
278,35380,-1,-1,10,2,1,33,1,1,3,3,22,22
279,43340,-1,-1,14,1,2,44,1,1,3,3,22,22
280,43340,-1,-1,14,2,2,41,1,1,3,3,22,22
281,43340,-1,-1,14,2,2,40,6,1,3,3,22,22
282,29340,-1,-1,12,2,1,44,4,4,3,3,22,22
283,29340,-1,-1,12,1,1,39,6,4,3,3,22,22
284,29340,-1,-1,12,1,1,40,6,4,3,3,22,22
285,33740,-1,-1,1,2,2,39,2,4,5,3,22,22
286,33740,-1,-1,1,2,2,-1,-1,4,5,3,22,22
287,33740,-1,-1,1,1,2,-1,-1,4,5,3,22,22
288,33740,-1,-1,1,1,2,-1,-1,4,5,3,22,22
289,33740,-1,-1,1,1,2,-1,-1,4,5,3,22,22
290,12940,-1,-1,15,1,1,41,1,1,4,3,22,22
291,12940,-1,-1,15,2,1,42,1,1,4,3,22,22
292,12940,-1,-1,15,1,1,-1,-1,1,4,3,22,22
293,12940,-1,-1,15,2,1,-1,-1,1,4,3,22,22
294,0,-1,-1,13,2,1,39,2,7,1,3,22,22
295,0,-1,-1,8,1,1,40,3,6,1,3,22,22
296,0,-1,-1,15,2,1,40,6,4,5,3,22,22
297,0,-1,-1,15,1,1,-1,-1,4,5,3,22,22
298,0,-1,-1,15,2,1,-1,-1,4,5,3,22,22
299,0,-1,-1,15,1,1,-1,-1,4,5,3,22,22
300,0,-1,-1,15,1,1,-1,-1,4,5,3,22,22
301,0,-1,-1,7,2,4,43,6,4,2,3,22,22
302,0,-1,-1,7,1,1,39,3,4,2,3,22,22
303,0,-1,-1,15,1,2,46,1,1,4,3,22,22
304,0,-1,-1,15,2,2,40,1,1,4,3,22,22
305,0,-1,-1,15,1,2,38,6,1,4,3,22,22
306,0,-1,-1,15,1,2,-1,-1,1,4,3,22,22
307,35380,-1,-1,8,1,2,33,1,1,2,3,22,22
308,35380,-1,-1,8,2,2,41,1,1,2,3,22,22
309,43340,-1,-1,6,2,2,41,4,4,3,3,22,22
310,43340,-1,-1,6,2,2,39,6,4,3,3,22,22
311,43340,-1,-1,6,1,6,-1,-1,4,3,3,22,22
312,12940,-1,-1,13,2,1,39,4,4,2,3,22,22
313,12940,-1,-1,13,1,1,-1,-1,4,2,3,22,22
314,49620,-1,-1,15,2,1,43,1,1,3,1,42,42
315,49620,-1,-1,15,1,1,44,1,1,3,1,42,42
316,49620,-1,-1,15,1,1,39,4,1,3,1,42,42
317,48700,-1,-1,11,1,1,39,1,1,2,1,42,42
318,48700,-1,-1,11,2,1,39,1,1,2,1,42,42
319,42540,-1,-1,11,2,1,44,6,7,1,1,42,42
320,37980,-1,-1,12,2,1,42,6,7,1,1,42,42
321,38300,-1,-1,1,1,1,39,1,1,4,1,42,42
322,38300,-1,-1,1,2,1,39,1,1,4,1,42,42
323,38300,-1,-1,1,1,1,-1,-1,1,4,1,42,42
324,38300,-1,-1,1,2,1,39,6,1,4,1,42,42
325,29540,-1,-1,13,1,1,39,1,1,2,1,42,42
326,29540,-1,-1,13,2,1,39,1,1,2,1,42,42
327,37980,-1,-1,14,1,1,43,1,1,2,1,42,42
328,37980,-1,-1,14,1,1,43,1,1,2,1,42,42
329,37980,-1,-1,14,1,2,40,6,3,5,1,42,42
330,37980,-1,-1,14,2,1,39,5,3,5,1,42,42
331,37980,-1,-1,14,2,1,43,6,3,5,1,42,42
332,37980,-1,-1,14,1,6,-1,-1,3,5,1,42,42
333,37980,-1,-1,14,1,6,-1,-1,3,5,1,42,42
334,39740,-1,-1,11,2,1,42,4,7,1,1,42,42
335,37980,-1,-1,9,2,1,44,4,7,1,1,42,42
336,25420,-1,-1,15,1,1,44,1,1,2,1,42,42
337,25420,-1,-1,15,2,1,44,1,1,2,1,42,42
338,21500,-1,-1,14,1,1,43,6,6,1,1,42,42
339,10900,-1,-1,8,1,2,39,1,1,2,1,42,42
340,10900,-1,-1,8,2,2,39,1,1,2,1,42,42
341,41940,-1,-1,14,1,4,44,2,6,1,4,6,6
342,12060,-1,-1,7,1,2,39,1,1,2,3,13,13
343,12060,-1,-1,7,2,2,39,1,1,2,3,13,13
344,12060,-1,-1,16,1,1,43,1,1,3,3,13,13
345,12060,-1,-1,16,2,1,43,1,1,3,3,13,13
346,12060,-1,-1,16,2,1,-1,-1,1,3,3,13,13
347,23580,-1,-1,15,1,1,39,1,1,3,3,13,13
348,23580,-1,-1,15,2,1,40,1,1,3,3,13,13
349,23580,-1,-1,15,2,1,35,6,1,3,3,13,13
350,42340,-1,-1,15,2,6,43,4,4,2,3,13,13
351,42340,-1,-1,15,1,2,43,4,4,2,3,13,13
352,0,-1,-1,16,1,1,46,1,1,2,3,13,13
353,0,-1,-1,16,2,1,43,1,1,2,3,13,13
354,0,-1,-1,10,2,1,39,6,4,4,3,13,13
355,0,-1,-1,10,1,1,-1,-1,4,4,3,13,13
356,0,-1,-1,10,1,1,-1,-1,4,4,3,13,13
357,0,-1,-1,10,2,1,39,6,4,4,3,13,13
358,12060,-1,-1,14,1,4,43,6,6,1,3,13,13
359,12060,-1,-1,14,1,2,39,6,3,2,3,13,13
360,12060,-1,-1,14,1,2,39,6,3,2,3,13,13
361,12260,-1,-1,15,2,1,44,1,1,2,3,13,13
362,12260,-1,-1,15,1,1,46,1,1,2,3,13,13
363,0,-1,-1,7,2,1,39,3,7,2,1,23,23
364,0,-1,-1,7,1,1,39,4,7,2,1,23,23
365,38860,-1,-1,10,1,1,44,1,1,2,1,23,23
366,38860,-1,-1,10,2,4,39,1,1,2,1,23,23
367,38860,-1,-1,12,2,1,42,1,1,2,1,23,23
368,38860,-1,-1,12,1,1,39,1,1,2,1,23,23
369,30340,-1,-1,6,2,1,39,3,7,1,1,23,23
370,0,-1,-1,14,2,1,44,3,4,3,1,33,33
371,0,1,16,14,1,1,39,6,4,3,1,33,33
372,0,-1,-1,14,2,1,35,6,4,3,1,33,33
373,14460,-1,-1,16,2,1,43,1,1,4,1,33,33
374,14460,-1,-1,16,1,1,42,1,1,4,1,33,33
375,14460,-1,-1,16,1,1,39,6,1,4,1,33,33
376,14460,-1,-1,16,2,1,43,6,1,4,1,33,33
377,0,-1,-1,15,1,1,41,1,1,5,1,33,33
378,0,-1,-1,15,2,1,43,1,1,5,1,33,33
379,0,-1,-1,15,2,1,43,4,1,5,1,33,33
380,0,-1,-1,15,2,1,37,6,1,5,1,33,33
381,0,-1,-1,15,1,1,-1,-1,1,5,1,33,33
382,31700,-1,-1,5,2,1,34,1,1,2,1,33,33
383,31700,-1,-1,5,1,1,39,1,1,2,1,33,33
384,42660,-1,-1,16,1,1,41,1,1,4,4,53,53
385,42660,-1,-1,16,2,1,39,1,1,4,4,53,53
386,42660,-1,-1,16,1,1,37,6,1,4,4,53,53
387,42660,-1,-1,16,2,1,35,6,1,4,4,53,53
388,28420,-1,-1,11,1,1,44,1,1,2,4,53,53
389,28420,-1,-1,11,2,1,42,1,1,2,4,53,53
390,38900,-1,-1,15,2,1,43,1,1,3,4,53,53
391,38900,-1,-1,15,1,1,45,1,1,3,4,53,53
392,38900,-1,-1,15,1,1,-1,-1,1,3,4,53,53
393,40140,-1,-1,15,2,1,44,1,1,4,4,6,6
394,40140,-1,-1,15,1,1,40,1,1,4,4,6,6
395,40140,-1,-1,15,2,1,-1,-1,1,4,4,6,6
396,40140,-1,-1,15,1,1,-1,-1,1,4,4,6,6
397,25540,-1,-1,4,1,1,39,4,3,5,1,9,9
398,25540,-1,-1,4,2,1,35,6,3,5,1,9,9
399,25540,-1,-1,4,2,1,-1,-1,3,5,1,9,9
400,25540,-1,-1,4,2,1,-1,-1,3,5,1,9,9
401,25540,-1,-1,4,1,1,-1,-1,3,5,1,9,9
402,38060,-1,-1,5,2,1,39,1,1,2,4,4,4
403,38060,-1,-1,5,1,1,40,1,1,2,4,4,4
404,38060,-1,-1,14,2,1,43,4,4,4,4,4,4
405,38060,-1,-1,14,1,1,40,6,4,4,4,4,4
406,38060,-1,-1,14,1,1,40,6,4,4,4,4,4
407,38060,-1,-1,14,1,1,35,6,4,4,4,4,4
408,37980,-1,-1,14,2,1,40,1,1,4,3,24,24
409,37980,-1,-1,14,1,1,39,1,1,4,3,24,24
410,37980,-1,-1,14,2,1,-1,-1,1,4,3,24,24
411,37980,-1,-1,14,2,1,-1,-1,1,4,3,24,24
412,12580,-1,-1,16,1,1,39,4,6,2,3,24,24
413,12580,-1,-1,16,2,1,43,4,6,2,3,24,24
414,47900,-1,-1,15,2,2,41,1,1,2,3,24,24
415,47900,-1,-1,15,1,2,44,1,1,2,3,24,24
416,47900,-1,-1,15,1,2,40,1,1,2,3,24,24
417,47900,-1,-1,15,2,2,40,1,1,2,3,24,24
418,12580,-1,-1,16,2,1,44,4,7,3,3,24,24
419,12580,-1,-1,16,1,1,39,4,7,3,3,24,24
420,12580,-1,-1,16,2,1,39,3,7,3,3,24,24
421,35620,-1,-1,16,2,4,43,1,1,3,1,34,34
422,35620,-1,-1,16,1,4,44,1,1,3,1,34,34
423,35620,-1,-1,16,1,4,-1,-1,1,3,1,34,34
424,35620,-1,-1,16,1,1,40,6,3,4,1,34,34
425,35620,-1,-1,16,2,1,39,1,3,4,1,34,34
426,35620,-1,-1,16,1,1,39,1,3,4,1,34,34
427,35620,-1,-1,16,2,1,-1,-1,3,4,1,34,34
428,35620,-1,-1,14,1,1,42,1,1,3,1,34,34
429,35620,-1,-1,14,2,1,40,1,1,3,1,34,34
430,35620,-1,-1,14,1,1,43,6,1,3,1,34,34
431,35620,-1,-1,9,1,1,39,4,6,1,1,34,34
432,35620,-1,-1,11,2,2,39,3,7,1,1,34,34
433,37980,-1,-1,16,1,1,43,6,6,1,1,34,34
434,35620,-1,-1,15,2,1,42,1,1,3,1,34,34
435,35620,-1,-1,15,1,1,43,1,1,3,1,34,34
436,35620,-1,-1,15,1,1,43,6,1,3,1,34,34
437,35620,-1,-1,11,2,1,39,3,7,1,1,34,34
438,39300,-1,-1,15,2,1,44,4,7,1,1,44,44
439,25180,-1,-1,14,1,1,39,1,1,2,3,54,54
440,25180,-1,-1,14,2,1,39,1,1,2,3,54,54
441,0,-1,-1,2,1,1,40,6,6,1,3,54,54
442,16620,-1,-1,4,2,2,44,4,7,1,3,54,54
443,0,-1,-1,13,2,1,43,6,7,3,3,54,54
444,0,-1,-1,13,1,1,43,6,7,3,3,54,54
445,0,-1,-1,13,2,1,37,6,7,3,3,54,54
446,16620,-1,-1,11,2,1,39,6,4,3,3,54,54
