,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,38220,-1,-1,11,1,1,39,1,1,2,3,5,5
1,38220,-1,-1,11,2,1,39,1,1,2,3,5,5
2,0,-1,-1,16,2,1,43,1,1,3,4,2,2
3,0,-1,-1,16,1,1,43,1,1,3,4,2,2
4,0,-1,-1,16,2,1,-1,-1,1,3,4,2,2
5,0,-1,-1,1,2,2,37,6,4,3,3,1,1
6,0,-1,-1,1,1,2,-1,-1,4,3,3,1,1
7,0,-1,-1,1,2,2,-1,-1,4,3,3,1,1
8,26620,-1,-1,13,2,1,42,4,7,1,3,1,1
9,30780,-1,-1,13,1,1,40,1,1,4,3,5,5
10,30780,-1,-1,13,2,1,39,1,1,4,3,5,5
11,30780,-1,-1,13,2,1,42,4,1,4,3,5,5
12,30780,-1,-1,13,2,1,-1,-1,1,4,3,5,5
13,30780,-1,-1,14,1,4,46,1,1,2,3,5,5
14,30780,-1,-1,14,2,4,40,1,1,2,3,5,5
15,44700,-1,-1,9,2,2,43,6,4,3,4,6,6
16,44700,-1,-1,9,1,2,-1,-1,4,3,4,6,6
17,44700,-1,-1,9,1,2,-1,-1,4,3,4,6,6
18,0,-1,-1,10,1,1,39,1,1,5,4,2,2
19,0,-1,-1,10,2,1,39,1,1,5,4,2,2
20,0,-1,-1,10,2,1,-1,-1,1,5,4,2,2
21,0,-1,-1,10,2,1,-1,-1,1,5,4,2,2
22,0,-1,-1,10,1,1,-1,-1,1,5,4,2,2
23,23580,-1,-1,16,2,2,43,4,4,2,3,13,13
24,23580,-1,-1,16,2,2,39,4,4,2,3,13,13
25,35620,-1,-1,15,2,1,44,4,7,1,1,34,34
26,32820,-1,-1,4,2,1,35,1,1,2,3,47,47
27,32820,-1,-1,4,1,1,35,1,1,2,3,47,47
28,0,-1,-1,16,1,1,40,1,1,2,2,27,27
29,0,-1,-1,16,2,1,39,1,1,2,2,27,27
30,19740,-1,-1,1,1,1,39,6,6,1,4,8,8
31,30780,-1,-1,10,1,1,37,1,1,4,3,5,5
32,30780,-1,-1,10,2,1,39,1,1,4,3,5,5
33,30780,-1,-1,10,1,1,39,1,1,4,3,5,5
34,30780,-1,-1,10,2,1,39,1,1,4,3,5,5
35,16980,-1,-1,11,2,1,43,6,7,1,2,17,17
36,36420,-1,-1,9,2,1,40,1,1,6,3,40,40
37,36420,-1,-1,9,1,1,45,1,1,6,3,40,40
38,36420,-1,-1,9,2,1,40,6,1,6,3,40,40
39,36420,-1,-1,9,1,1,39,6,1,6,3,40,40
40,36420,-1,-1,9,1,1,-1,-1,1,6,3,40,40
41,36420,-1,-1,9,2,1,-1,-1,1,6,3,40,40
42,0,-1,-1,1,2,1,35,3,7,1,3,5,5
43,0,-1,-1,12,2,1,41,6,7,1,1,50,50
44,0,-1,-1,11,1,1,39,1,1,2,3,1,1
45,0,-1,-1,11,2,1,41,1,1,2,3,1,1
46,37100,-1,-1,14,2,1,42,1,1,6,4,6,6
47,37100,-1,-1,14,1,1,39,1,1,6,4,6,6
48,37100,-1,-1,14,1,1,39,6,1,6,4,6,6
49,37100,-1,-1,14,1,1,36,6,1,6,4,6,6
50,37100,-1,-1,14,1,1,35,6,1,6,4,6,6
51,37100,-1,-1,14,2,1,-1,-1,1,6,4,6,6
52,31080,-1,-1,15,1,1,39,4,3,2,4,6,6
53,31080,-1,-1,15,1,1,43,6,3,2,4,6,6
54,22520,-1,-1,16,2,1,43,1,1,4,3,1,1
