,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,26620,-1,-1,12,2,1,43,3,7,1,3,1,1
1,30780,-1,-1,5,1,2,40,3,6,1,3,5,5
2,19100,-1,-1,16,2,1,43,1,1,3,3,48,48
3,19100,-1,-1,16,1,1,44,1,1,3,3,48,48
4,19100,-1,-1,16,2,1,40,6,1,3,3,48,48
5,19100,-1,-1,13,2,2,44,6,7,1,3,48,48
6,30780,-1,-1,11,1,2,37,6,6,1,3,5,5
7,14260,-1,-1,8,2,1,40,4,7,1,4,16,16
8,30780,-1,-1,10,2,1,40,1,1,2,3,5,5
9,30780,-1,-1,10,1,1,37,1,1,2,3,5,5
10,0,-1,-1,13,1,1,43,1,1,2,2,39,39
11,0,-1,-1,13,2,1,43,1,1,2,2,39,39
12,0,-1,-1,8,1,1,44,6,6,1,2,19,19
13,0,-1,-1,11,1,2,40,4,6,1,2,29,29
14,0,-1,-1,14,2,1,44,1,1,4,1,50,50
15,0,-1,-1,14,1,1,43,1,1,4,1,50,50
16,0,-1,-1,14,2,1,40,6,1,4,1,50,50
17,0,-1,-1,14,2,2,-1,-1,1,4,1,50,50
18,12220,-1,-1,13,1,1,41,6,6,1,3,1,1
19,33860,-1,-1,4,1,2,39,6,6,1,3,1,1
20,0,-1,-1,15,2,1,43,1,2,3,4,2,2
21,0,-1,-1,15,1,1,43,1,2,3,4,2,2
22,0,-1,-1,15,1,1,-1,-1,2,3,4,2,2
23,19300,-1,-1,16,2,1,42,1,1,5,3,1,1
24,19300,-1,-1,16,1,1,46,1,1,5,3,1,1
25,19300,-1,-1,16,1,1,36,6,1,5,3,1,1
26,19300,-1,-1,16,1,1,-1,-1,1,5,3,1,1
27,19300,-1,-1,16,2,1,-1,-1,1,5,3,1,1
28,33860,-1,-1,10,2,1,43,1,1,2,3,1,1
29,33860,-1,-1,10,1,1,46,1,1,2,3,1,1
30,0,-1,-1,10,2,1,39,3,7,1,3,1,1
31,0,-1,-1,15,1,1,39,4,3,3,4,30,30
32,0,-1,-1,15,2,1,43,6,3,3,4,30,30
33,0,-1,-1,15,1,1,43,6,3,3,4,30,30
34,19740,-1,-1,2,1,1,43,4,6,1,4,8,8
35,0,-1,-1,14,1,1,39,1,1,2,3,1,1
36,0,-1,-1,14,2,1,43,1,1,2,3,1,1
37,48700,-1,-1,4,1,1,41,6,4,3,1,42,42
38,48700,-1,-1,4,2,1,39,6,4,3,1,42,42
39,48700,-1,-1,4,2,1,-1,-1,4,3,1,42,42
40,24340,-1,-1,13,2,1,40,3,7,2,2,26,26
41,24340,-1,-1,13,1,1,41,3,7,2,2,26,26
