,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,0,-1,-1,8,1,1,40,6,6,2,1,50,50
1,0,-1,-1,8,2,1,41,4,6,2,1,50,50
2,24540,-1,-1,16,1,1,40,1,1,3,4,8,8
3,24540,-1,-1,16,2,1,43,1,1,3,4,8,8
4,24540,-1,-1,16,1,1,-1,-1,1,3,4,8,8
5,30780,-1,-1,5,1,2,40,3,6,1,3,5,5
6,19100,-1,-1,16,2,1,43,1,1,3,3,48,48
7,19100,-1,-1,16,1,1,44,1,1,3,3,48,48
8,19100,-1,-1,16,2,1,40,6,1,3,3,48,48
9,14260,-1,-1,8,2,1,40,4,7,1,4,16,16
10,0,-1,-1,8,1,1,44,6,6,1,2,19,19
11,0,-1,-1,14,2,1,44,1,1,4,1,50,50
12,0,-1,-1,14,1,1,43,1,1,4,1,50,50
13,0,-1,-1,14,2,1,40,6,1,4,1,50,50
14,0,-1,-1,14,2,2,-1,-1,1,4,1,50,50
15,33860,-1,-1,4,1,2,39,6,6,1,3,1,1
16,0,-1,-1,13,1,1,41,4,3,3,3,1,1
17,0,-1,-1,13,2,1,39,6,3,3,3,1,1
18,0,-1,-1,13,2,6,-1,-1,3,3,3,1,1
19,19300,-1,-1,16,2,1,42,1,1,5,3,1,1
20,19300,-1,-1,16,1,1,46,1,1,5,3,1,1
21,19300,-1,-1,16,1,1,36,6,1,5,3,1,1
22,19300,-1,-1,16,1,1,-1,-1,1,5,3,1,1
23,19300,-1,-1,16,2,1,-1,-1,1,5,3,1,1
24,33860,-1,-1,10,2,1,43,1,1,2,3,1,1
25,33860,-1,-1,10,1,1,46,1,1,2,3,1,1
26,0,-1,-1,10,2,1,39,3,7,1,3,1,1
27,16980,-1,-1,14,1,1,43,1,1,4,2,17,17
28,16980,-1,-1,14,2,1,43,1,1,4,2,17,17
29,16980,-1,-1,14,2,1,-1,-1,1,4,2,17,17
30,16980,-1,-1,14,2,1,-1,-1,1,4,2,17,17
31,0,-1,-1,4,1,6,40,6,6,1,3,5,5
32,24340,-1,-1,8,1,2,44,4,6,1,2,26,26
33,0,-1,-1,14,1,1,40,6,8,2,4,2,2
34,0,-1,-1,14,2,1,43,6,8,2,4,2,2
35,0,-1,-1,16,1,1,43,1,1,2,3,5,5
36,0,-1,-1,16,2,1,43,1,1,2,3,5,5
37,0,-1,-1,15,2,1,43,1,1,2,3,5,5
38,0,-1,-1,15,1,1,40,1,1,2,3,5,5
39,26620,-1,-1,14,1,1,44,2,6,1,3,1,1
40,20700,-1,-1,13,2,1,40,6,7,2,1,42,42
41,20700,-1,-1,13,1,6,42,6,7,2,1,42,42
42,12060,-1,-1,16,2,1,44,6,7,2,3,13,13
43,12060,-1,-1,16,1,1,43,6,7,2,3,13,13
44,16740,-1,-1,15,1,1,43,1,1,2,3,37,37
45,16740,-1,-1,15,1,1,43,1,1,2,3,37,37
46,30780,-1,-1,14,2,2,40,1,1,3,3,5,5
47,30780,-1,-1,14,1,2,40,6,1,3,3,5,5
48,30780,-1,-1,14,1,2,43,1,1,3,3,5,5
49,16740,-1,-1,14,2,1,44,6,7,1,3,37,37
50,46520,-1,-1,16,2,4,40,1,1,2,4,15,15
51,46520,-1,-1,16,1,4,41,1,1,2,4,15,15
52,48620,-1,-1,14,1,1,42,6,3,3,2,20,20
53,48620,-1,-1,14,2,1,42,6,3,3,2,20,20
54,48620,-1,-1,14,2,1,-1,-1,3,3,2,20,20
55,48620,-1,-1,15,1,1,43,3,3,3,2,20,20
56,48620,-1,-1,15,1,1,-1,-1,3,3,2,20,20
57,48620,-1,-1,15,2,1,-1,-1,3,3,2,20,20
58,0,-1,-1,5,1,1,39,3,6,1,2,20,20
59,0,-1,-1,13,2,1,40,3,7,2,2,20,20
60,0,-1,-1,13,1,1,39,4,7,2,2,20,20
61,0,-1,-1,15,1,1,43,1,1,2,4,30,30
62,0,-1,-1,15,2,1,40,1,1,2,4,30,30
63,0,-1,-1,16,1,1,44,3,3,3,4,30,30
64,0,-1,-1,16,2,1,43,1,3,3,4,30,30
65,0,-1,-1,16,1,1,40,1,3,3,4,30,30
66,0,-1,-1,12,1,1,43,1,1,2,4,30,30
67,0,-1,-1,12,2,1,40,1,1,2,4,30,30
68,0,-1,-1,16,2,1,40,1,1,3,4,30,30
69,0,-1,-1,16,1,1,39,1,1,3,4,30,30
70,0,-1,-1,16,1,1,-1,-1,1,3,4,30,30
71,0,-1,-1,1,2,1,40,4,7,1,3,40,40
72,0,-1,-1,7,1,1,39,1,1,2,3,40,40
73,0,-1,-1,7,2,1,42,1,1,2,3,40,40
74,0,-1,-1,11,2,1,39,1,1,4,3,40,40
75,0,-1,-1,11,1,1,39,1,1,4,3,40,40
76,0,-1,-1,11,1,1,39,6,1,4,3,40,40
77,0,-1,-1,11,2,1,39,6,1,4,3,40,40
78,36420,-1,-1,9,2,1,39,6,4,2,3,40,40
79,36420,-1,-1,9,2,1,35,6,4,2,3,40,40
80,36420,-1,-1,10,1,1,35,1,1,5,3,40,40
81,36420,-1,-1,10,2,1,39,1,1,5,3,40,40
82,36420,-1,-1,10,2,1,36,6,1,5,3,40,40
83,36420,-1,-1,10,1,1,34,6,1,5,3,40,40
84,36420,-1,-1,10,1,1,-1,-1,1,5,3,40,40
85,0,-1,-1,1,2,1,39,5,7,1,3,40,40
86,0,-1,-1,10,1,1,40,1,1,2,1,50,50
87,0,-1,-1,10,2,1,43,1,1,2,1,50,50
88,42220,-1,-1,13,1,1,40,4,6,1,4,6,6
89,0,-1,-1,9,2,1,43,6,7,1,2,19,19
90,16980,-1,-1,14,2,1,40,1,1,6,2,17,17
91,16980,-1,-1,14,1,1,40,1,1,6,2,17,17
92,16980,-1,-1,14,2,1,-1,-1,1,6,2,17,17
93,16980,-1,-1,14,1,1,-1,-1,1,6,2,17,17
94,16980,-1,-1,14,2,1,40,1,1,6,2,17,17
95,16980,-1,-1,14,1,1,39,1,1,6,2,17,17
96,0,-1,-1,16,2,1,35,3,7,1,2,19,19
97,0,-1,-1,3,2,2,32,5,7,1,3,13,13
98,41180,-1,-1,12,2,1,39,4,7,2,2,17,17
99,41180,-1,-1,12,1,1,39,4,7,2,2,17,17
100,33660,-1,-1,13,1,1,43,1,1,2,3,1,1
101,33660,-1,-1,13,2,1,39,1,1,2,3,1,1
102,26620,-1,-1,16,2,2,43,4,4,2,3,1,1
103,26620,-1,-1,16,2,2,39,6,4,2,3,1,1
104,33860,-1,-1,9,1,1,39,3,6,2,3,1,1
105,33860,-1,-1,9,1,1,39,6,6,2,3,1,1
106,22520,-1,-1,15,2,1,42,4,7,2,3,1,1
107,22520,-1,-1,15,1,1,39,4,7,2,3,1,1
108,22520,-1,-1,14,2,1,40,1,1,2,3,1,1
109,22520,-1,-1,14,1,1,39,1,1,2,3,1,1
110,13820,-1,-1,15,1,1,42,1,1,2,3,1,1
111,13820,-1,-1,15,2,1,41,1,1,2,3,1,1
112,0,-1,-1,13,2,1,43,6,7,2,3,1,1
113,0,-1,-1,13,1,1,43,6,7,2,3,1,1
114,13820,-1,-1,11,1,1,40,4,6,1,3,1,1
115,13820,-1,-1,9,1,1,39,1,1,2,3,1,1
116,13820,-1,-1,9,2,1,39,1,1,2,3,1,1
117,13820,-1,-1,13,2,1,39,5,4,3,3,1,1
118,13820,-1,-1,13,2,1,37,6,4,3,3,1,1
119,13820,-1,-1,13,2,1,43,4,4,3,3,1,1
120,33860,-1,-1,12,2,2,43,5,4,3,3,1,1
121,33860,-1,-1,12,1,2,42,6,4,3,3,1,1
122,33860,-1,-1,12,1,2,34,6,4,3,3,1,1
123,13820,-1,-1,15,1,1,44,1,1,2,3,1,1
124,13820,-1,-1,15,2,1,43,1,1,2,3,1,1
125,13820,-1,-1,7,2,1,37,1,1,6,3,1,1
126,13820,-1,-1,7,1,1,37,1,1,6,3,1,1
127,13820,-1,-1,7,2,1,-1,-1,1,6,3,1,1
128,13820,-1,-1,7,2,1,-1,-1,1,6,3,1,1
129,13820,-1,-1,7,2,1,-1,-1,1,6,3,1,1
130,13820,-1,-1,7,1,1,-1,-1,1,6,3,1,1
131,0,-1,-1,9,2,1,40,4,4,2,3,1,1
132,0,-1,-1,9,1,1,40,6,4,2,3,1,1
133,13820,-1,-1,6,1,1,39,4,3,2,3,1,1
134,13820,-1,-1,6,1,1,38,6,3,2,3,1,1
135,33660,-1,-1,15,2,1,43,1,1,3,3,1,1
136,33660,-1,-1,15,1,1,43,6,1,3,3,1,1
137,33660,-1,-1,15,1,1,42,1,1,3,3,1,1
138,0,-1,-1,15,2,1,39,1,1,2,3,1,1
139,0,-1,-1,15,1,1,39,1,1,2,3,1,1
140,26620,-1,-1,15,1,2,42,1,1,3,3,1,1
141,26620,-1,-1,15,2,2,39,1,1,3,3,1,1
142,26620,-1,-1,15,1,2,40,6,1,3,3,1,1
143,0,-1,-1,8,2,2,44,6,7,1,3,1,1
144,0,-1,-1,6,1,7,37,4,6,1,3,1,1
145,0,-1,-1,16,1,1,43,1,1,3,3,21,21
146,0,-1,-1,16,2,1,42,1,1,3,3,21,21
147,0,-1,-1,16,2,1,37,6,1,3,3,21,21
148,0,-1,-1,14,2,1,43,1,2,3,3,1,1
149,0,-1,-1,14,1,1,39,1,2,3,3,1,1
150,0,-1,-1,14,1,1,-1,-1,2,3,3,1,1
151,26620,-1,-1,15,2,1,42,1,1,3,3,1,1
152,26620,-1,-1,15,1,1,43,1,1,3,3,1,1
153,26620,-1,-1,15,1,1,-1,-1,1,3,3,1,1
154,33660,-1,-1,7,2,1,41,3,7,1,3,1,1
155,33860,-1,-1,15,2,2,42,3,4,4,3,1,1
156,33860,-1,-1,15,2,2,42,6,4,4,3,1,1
157,33860,-1,-1,15,2,2,36,6,4,4,3,1,1
158,33860,-1,-1,15,2,2,-1,-1,4,4,3,1,1
159,12220,-1,-1,7,2,1,40,6,7,2,3,1,1
160,12220,-1,-1,7,2,1,40,6,7,2,3,1,1
161,26620,-1,-1,11,2,1,44,6,4,2,3,1,1
162,26620,-1,-1,11,2,1,36,6,4,2,3,1,1
163,0,-1,-1,14,2,2,44,1,1,2,3,1,1
164,0,-1,-1,14,1,2,41,1,1,2,3,1,1
165,13820,-1,-1,10,1,2,44,6,6,1,3,1,1
166,12220,-1,-1,12,1,1,40,3,6,1,3,1,1
167,0,-1,-1,14,1,1,39,1,1,2,3,1,1
168,0,-1,-1,14,2,1,40,1,1,2,3,1,1
169,0,-1,-1,9,2,1,40,6,7,2,3,1,1
170,0,-1,-1,9,1,1,39,6,7,2,3,1,1
171,0,-1,-1,14,1,1,41,1,1,2,3,1,1
172,0,-1,-1,14,2,1,39,1,1,2,3,1,1
173,33660,-1,-1,9,1,2,35,1,1,2,3,1,1
174,33660,-1,-1,9,2,2,33,1,1,2,3,1,1
175,36540,-1,-1,7,2,1,40,4,4,3,2,31,31
176,36540,-1,-1,7,1,1,39,4,4,3,2,31,31
177,36540,-1,-1,7,1,1,39,6,4,3,2,31,31
178,36540,-1,-1,14,2,1,40,1,1,5,2,31,31
179,36540,-1,-1,14,1,1,40,1,1,5,2,31,31
180,36540,-1,-1,14,1,1,39,6,1,5,2,31,31
181,36540,-1,-1,14,2,1,-1,-1,1,5,2,31,31
182,36540,-1,-1,14,1,1,-1,-1,1,5,2,31,31
183,0,-1,-1,7,2,1,39,3,7,1,3,1,1
184,13820,-1,-1,16,2,2,40,4,4,4,3,1,1
185,13820,-1,-1,16,2,2,43,6,4,4,3,1,1
186,13820,-1,-1,16,2,2,40,6,4,4,3,1,1
187,13820,-1,-1,16,2,2,40,6,4,4,3,1,1
188,33860,-1,-1,14,1,2,43,6,6,1,3,1,1
189,19300,-1,-1,14,1,1,41,1,1,3,3,1,1
190,19300,-1,-1,14,2,1,40,1,1,3,3,1,1
191,19300,-1,-1,14,1,1,39,6,1,3,3,1,1
192,13820,-1,-1,15,1,1,40,1,1,2,3,1,1
193,13820,-1,-1,15,2,1,43,1,1,2,3,1,1
194,33660,-1,-1,6,1,1,37,6,6,1,3,1,1
195,33660,-1,-1,7,1,1,39,1,1,2,3,1,1
196,33660,-1,-1,7,2,1,39,1,1,2,3,1,1
197,36540,-1,-1,4,2,1,39,2,7,1,2,31,31
198,0,-1,-1,11,2,1,42,1,1,2,3,1,1
199,0,-1,-1,11,1,1,39,1,1,2,3,1,1
200,19300,-1,-1,16,2,1,44,6,7,2,3,1,1
201,19300,-1,-1,16,2,1,44,6,7,2,3,1,1
202,38900,-1,-1,14,1,1,42,1,1,4,4,41,41
203,38900,-1,-1,14,1,1,-1,-1,1,4,4,41,41
204,38900,-1,-1,14,1,1,-1,-1,1,4,4,41,41
205,38900,-1,-1,14,2,1,44,1,1,4,4,41,41
206,38900,-1,-1,14,2,1,42,6,4,2,4,41,41
207,38900,-1,-1,14,2,1,37,6,4,2,4,41,41
208,13820,-1,-1,5,1,1,39,1,1,3,3,1,1
209,13820,-1,-1,5,2,1,39,1,1,3,3,1,1
210,13820,-1,-1,5,2,1,39,6,1,3,3,1,1
211,0,-1,-1,15,1,7,43,1,1,2,4,41,41
212,0,-1,-1,15,2,4,41,1,1,2,4,41,41
213,0,-1,-1,4,1,1,35,5,3,2,4,41,41
214,0,-1,-1,4,1,1,35,6,3,2,4,41,41
215,13460,-1,-1,13,2,1,44,1,1,2,4,41,41
216,13460,-1,-1,13,1,1,46,1,1,2,4,41,41
217,0,-1,-1,16,1,1,43,1,1,6,4,41,41
218,0,-1,-1,16,2,1,42,1,1,6,4,41,41
219,0,-1,-1,16,1,1,-1,-1,1,6,4,41,41
220,0,-1,-1,16,1,1,-1,-1,1,6,4,41,41
221,0,-1,-1,16,1,1,-1,-1,1,6,4,41,41
222,0,-1,-1,16,2,1,-1,-1,1,6,4,41,41
223,0,-1,-1,4,2,2,39,5,7,1,3,1,1
224,0,-1,-1,14,2,1,44,6,7,1,3,1,1
225,32780,-1,-1,15,2,1,43,4,7,1,4,41,41
226,38900,-1,-1,9,2,1,44,4,7,1,4,41,41
227,13820,-1,-1,15,1,1,43,1,1,6,3,1,1
228,13820,-1,-1,15,2,1,44,1,1,6,3,1,1
229,13820,-1,-1,15,1,1,-1,-1,1,6,3,1,1
230,13820,-1,-1,15,2,1,-1,-1,1,6,3,1,1
231,13820,-1,-1,15,1,1,-1,-1,1,6,3,1,1
232,13820,-1,-1,15,1,1,-1,-1,1,6,3,1,1
233,26620,-1,-1,11,2,2,40,4,7,1,3,1,1
234,13980,-1,-1,12,2,1,39,4,7,1,3,51,51
235,40060,-1,-1,15,1,2,43,1,1,2,3,51,51
236,40060,-1,-1,15,2,2,43,1,1,2,3,51,51
237,13820,-1,-1,12,1,1,39,6,6,2,3,1,1
238,13820,-1,-1,12,2,1,39,6,6,2,3,1,1
239,0,-1,-1,15,1,1,36,1,1,2,3,51,51
240,0,-1,-1,15,2,1,39,1,1,2,3,51,51
241,0,-1,-1,7,2,1,40,4,7,1,3,1,1
242,0,-1,-1,1,1,1,39,1,1,2,3,1,1
243,0,-1,-1,1,2,1,35,1,1,2,3,1,1
244,33660,-1,-1,11,2,1,39,1,1,3,3,1,1
245,33660,-1,-1,11,1,1,43,1,1,3,3,1,1
246,33660,-1,-1,11,1,1,43,6,1,3,3,1,1
247,33660,-1,-1,15,1,1,44,1,1,4,3,1,1
248,33660,-1,-1,15,2,1,43,1,1,4,3,1,1
