,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,26620,-1,-1,12,2,1,43,3,7,1,3,1,1
1,30780,-1,-1,12,2,2,40,4,4,3,3,5,5
2,30780,-1,-1,12,1,2,41,4,4,3,3,5,5
3,30780,-1,-1,12,1,2,39,6,4,3,3,5,5
4,0,-1,-1,13,1,1,42,1,1,3,2,31,31
5,0,-1,-1,13,2,1,42,1,1,3,2,31,31
6,0,-1,-1,13,2,1,-1,-1,1,3,2,31,31
7,23580,-1,-1,16,1,1,43,1,1,3,3,13,13
8,23580,-1,-1,16,2,1,44,1,1,3,3,13,13
9,23580,-1,-1,16,2,1,-1,-1,1,3,3,13,13
10,35620,-1,-1,16,1,1,43,1,1,3,1,34,34
11,35620,-1,-1,16,2,1,43,1,1,3,1,34,34
12,35620,-1,-1,16,1,1,43,6,1,3,1,34,34
13,30780,-1,-1,4,2,2,40,4,7,1,3,5,5
14,49340,-1,-1,11,1,1,39,1,1,2,1,25,25
15,49340,-1,-1,11,2,1,39,1,1,2,1,25,25
16,35620,-1,-1,12,2,1,44,1,1,3,1,36,36
17,35620,-1,-1,12,1,1,43,1,1,3,1,36,36
18,35620,-1,-1,12,1,1,44,6,1,3,1,36,36
19,32820,-1,-1,7,2,1,39,5,4,4,3,47,47
20,32820,-1,-1,7,1,1,42,6,4,4,3,47,47
21,32820,-1,-1,7,2,1,39,6,4,4,3,47,47
22,32820,-1,-1,7,2,1,-1,-1,4,4,3,47,47
23,41180,-1,-1,10,2,1,40,1,1,2,2,17,17
24,41180,2,1,10,1,1,39,1,1,2,2,17,17
25,0,-1,-1,14,1,2,40,4,6,1,2,29,29
26,48700,-1,-1,14,1,1,39,6,4,3,1,42,42
27,48700,-1,-1,14,2,1,39,6,4,3,1,42,42
28,48700,-1,-1,14,2,1,-1,-1,4,3,1,42,42
29,24340,-1,-1,13,1,1,39,1,1,4,2,26,26
30,24340,-1,-1,13,2,1,39,1,1,4,2,26,26
31,24340,-1,-1,13,2,1,-1,-1,1,4,2,26,26
32,24340,-1,-1,13,2,1,-1,-1,1,4,2,26,26
33,24340,-1,-1,8,2,1,40,3,7,1,2,26,26
34,34980,-1,-1,14,2,1,43,1,1,4,3,47,47
35,34980,-1,-1,14,1,1,43,1,1,4,3,47,47
36,34980,-1,-1,14,1,1,-1,-1,1,4,3,47,47
37,34980,-1,-1,14,1,1,-1,-1,1,4,3,47,47
38,0,-1,-1,14,1,1,39,1,1,3,3,21,21
39,0,-1,-1,14,2,1,39,1,1,3,3,21,21
40,0,-1,-1,14,1,1,37,6,1,3,3,21,21
41,26620,-1,-1,16,1,1,43,2,6,2,3,1,1
42,26620,-1,-1,16,2,1,43,2,6,2,3,1,1
