,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,0,-1,-1,15,2,1,46,2,7,1,1,50,50
1,41860,-1,-1,13,2,1,44,6,7,1,4,6,6
2,26620,-1,-1,12,2,1,43,3,7,1,3,1,1
3,24540,-1,-1,15,2,1,43,1,1,4,4,8,8
4,24540,-1,-1,15,1,1,43,1,1,4,4,8,8
5,24540,-1,-1,15,2,1,-1,-1,1,4,4,8,8
6,24540,-1,-1,15,2,1,-1,-1,1,4,4,8,8
7,22900,-1,-1,14,1,1,39,1,1,4,3,5,5
8,22900,-1,-1,14,2,1,37,1,1,4,3,5,5
9,22900,-1,-1,14,1,1,-1,-1,1,4,3,5,5
10,22900,-1,-1,14,2,1,-1,-1,1,4,3,5,5
11,19100,-1,-1,13,2,2,44,6,7,1,3,48,48
12,41180,-1,-1,12,2,1,40,1,1,2,2,17,17
13,41180,-1,-1,12,1,1,40,1,1,2,2,17,17
14,30780,-1,-1,10,2,1,40,1,1,2,3,5,5
15,30780,-1,-1,10,1,1,37,1,1,2,3,5,5
16,0,-1,-1,13,1,1,39,1,1,2,2,39,39
17,0,-1,-1,13,2,1,39,1,1,2,2,39,39
18,0,-1,-1,8,1,1,44,6,6,1,2,19,19
19,0,-1,-1,11,1,2,40,4,6,1,2,29,29
20,0,-1,-1,15,1,1,34,1,1,5,2,39,39
21,0,-1,-1,15,2,1,34,1,1,5,2,39,39
22,0,-1,-1,15,2,1,-1,-1,1,5,2,39,39
23,0,-1,-1,15,1,1,-1,-1,1,5,2,39,39
24,0,-1,-1,15,2,1,-1,-1,1,5,2,39,39
25,0,-1,-1,14,2,1,45,1,1,4,1,50,50
26,0,-1,-1,14,1,1,43,1,1,4,1,50,50
27,0,-1,-1,14,2,1,40,6,1,4,1,50,50
28,0,-1,-1,14,2,2,-1,-1,1,4,1,50,50
29,12220,-1,-1,13,1,1,41,6,6,1,3,1,1
30,33860,-1,-1,4,1,2,39,6,6,1,3,1,1
31,0,-1,-1,6,1,1,43,6,6,1,3,1,1
32,0,-1,-1,15,2,1,43,1,2,3,4,2,2
33,0,-1,-1,15,1,1,43,1,2,3,4,2,2
34,0,-1,-1,15,1,1,-1,-1,2,3,4,2,2
35,0,-1,-1,10,2,1,39,3,7,1,3,1,1
36,19740,-1,-1,2,1,1,43,4,6,1,4,8,8
37,0,-1,-1,14,1,1,39,1,1,2,3,1,1
38,0,-1,-1,14,2,1,43,1,1,2,3,1,1
39,48700,-1,-1,4,1,1,40,6,4,3,1,42,42
40,48700,-1,-1,4,2,1,39,6,4,3,1,42,42
41,48700,-1,-1,4,2,1,-1,-1,4,3,1,42,42
42,24340,-1,-1,13,2,1,40,3,7,2,2,26,26
43,24340,-1,-1,13,1,1,39,3,7,2,2,26,26
44,46700,-1,-1,6,2,1,39,4,7,1,4,6,6
45,19740,-1,-1,7,1,1,43,6,6,1,4,8,8
46,25540,-1,-1,16,1,1,44,1,1,2,1,9,9
47,25540,-1,-1,16,2,1,43,1,1,2,1,9,9
48,0,-1,-1,15,2,1,43,1,1,2,3,5,5
49,0,-1,-1,15,1,1,40,1,1,2,3,5,5
50,21340,-1,-1,12,1,1,42,4,3,3,3,48,48
51,21340,-1,-1,12,1,1,39,4,3,3,3,48,48
52,21340,-1,-1,12,2,1,33,2,3,3,3,48,48
53,13820,-1,-1,12,1,2,39,1,1,2,3,1,1
54,13820,-1,-1,12,2,2,39,1,1,2,3,1,1
55,0,-1,-1,12,1,1,39,1,1,2,4,6,6
56,0,-1,-1,12,2,1,37,1,1,2,4,6,6
57,12060,-1,-1,16,2,1,44,6,7,2,3,13,13
58,12060,-1,-1,16,1,1,43,6,7,2,3,13,13
59,0,-1,-1,11,2,1,41,1,1,2,4,2,2
60,0,-1,-1,11,1,3,39,1,1,2,4,2,2
61,11700,-1,-1,13,2,1,36,4,7,2,3,37,37
62,11700,-1,-1,13,1,1,39,4,7,2,3,37,37
63,16980,-1,-1,2,2,2,44,6,4,2,2,18,18
64,16980,-1,-1,2,2,2,39,3,4,2,2,18,18
