,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,49740,-1,-1,8,1,3,40,4,6,1,4,4,4
1,24540,-1,-1,16,1,1,40,1,1,4,4,8,8
2,24540,-1,-1,16,2,1,43,1,1,4,4,8,8
3,24540,-1,-1,16,1,1,-1,-1,1,4,4,8,8
4,24540,-1,-1,16,2,1,-1,-1,1,4,4,8,8
5,30780,-1,-1,2,2,1,34,1,1,6,3,5,5
6,30780,-1,-1,2,1,1,35,1,1,6,3,5,5
7,30780,-1,-1,2,1,1,35,6,1,6,3,5,5
8,30780,-1,-1,2,2,1,-1,-1,1,6,3,5,5
9,30780,-1,-1,2,2,1,-1,-1,1,6,3,5,5
10,30780,-1,-1,2,1,1,-1,-1,1,6,3,5,5
11,30780,-1,-1,13,1,1,40,1,1,4,3,5,5
12,30780,-1,-1,13,2,1,39,1,1,4,3,5,5
13,30780,-1,-1,13,2,1,42,4,1,4,3,5,5
14,30780,-1,-1,13,2,1,-1,-1,1,4,3,5,5
15,30780,-1,-1,13,1,4,46,1,1,2,3,5,5
16,30780,-1,-1,13,2,4,40,1,1,2,3,5,5
17,30780,-1,-1,9,2,1,39,6,4,3,3,5,5
18,30780,-1,-1,9,1,1,39,6,4,3,3,5,5
19,30780,-1,-1,9,2,1,-1,-1,4,3,3,5,5
20,23580,-1,-1,1,2,2,43,4,4,2,3,13,13
21,23580,-1,-1,1,2,2,40,4,4,2,3,13,13
22,35620,-1,-1,14,2,1,44,4,7,1,1,34,34
23,0,-1,-1,9,2,3,39,1,1,2,4,2,2
24,0,-1,-1,9,1,1,40,1,1,2,4,2,2
25,12420,-1,-1,16,1,1,43,1,1,3,3,48,48
26,12420,-1,-1,16,2,1,43,1,1,3,3,48,48
27,12420,-1,-1,16,2,1,-1,-1,1,3,3,48,48
28,16980,-1,-1,14,1,1,43,1,1,3,2,17,17
29,16980,-1,-1,14,2,1,43,1,1,3,2,17,17
30,16980,-1,-1,14,2,1,-1,-1,1,3,2,17,17
31,24340,-1,-1,16,2,1,40,1,1,2,2,26,26
32,24340,-1,-1,16,1,1,39,1,1,2,2,26,26
33,24340,-1,-1,16,1,4,44,1,1,3,2,26,26
34,24340,-1,-1,16,2,4,44,1,1,3,2,26,26
35,24340,-1,-1,16,1,4,44,6,1,3,2,26,26
36,24340,-1,-1,8,1,2,44,4,6,1,2,26,26
37,34980,-1,-1,15,1,2,43,1,1,3,3,47,47
38,34980,-1,-1,15,2,2,44,1,1,3,3,47,47
39,34980,-1,-1,15,2,2,40,6,1,3,3,47,47
40,40420,-1,-1,11,2,1,43,1,1,2,2,17,17
41,40420,-1,-1,11,1,1,43,1,1,2,2,17,17
42,26620,-1,-1,14,1,1,44,3,6,1,3,1,1
43,20700,-1,-1,13,2,1,40,6,7,2,1,42,42
44,20700,-1,-1,13,1,6,42,6,7,2,1,42,42
45,39820,-1,-1,6,1,1,40,4,6,1,4,6,6
46,11700,-1,-1,7,2,1,43,3,7,1,3,37,37
47,16980,-1,-1,16,2,1,42,1,1,2,2,17,17
48,16980,-1,-1,16,1,1,43,1,1,2,2,17,17
49,16980,-1,-1,1,2,1,39,6,4,4,2,17,17
50,16980,-1,-1,1,1,1,39,6,4,4,2,17,17
51,16980,-1,-1,1,1,1,-1,-1,4,4,2,17,17
