,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,49740,-1,-1,8,1,3,40,4,6,1,4,4,4
1,30780,-1,-1,2,2,1,34,1,1,6,3,5,5
2,30780,-1,-1,2,1,1,35,1,1,6,3,5,5
3,30780,-1,-1,2,1,1,35,6,1,6,3,5,5
4,30780,-1,-1,2,2,1,-1,-1,1,6,3,5,5
5,30780,-1,-1,2,2,1,-1,-1,1,6,3,5,5
6,30780,-1,-1,2,1,1,-1,-1,1,6,3,5,5
7,30780,-1,-1,13,1,1,40,1,1,4,3,5,5
8,30780,-1,-1,13,2,1,39,1,1,4,3,5,5
9,30780,-1,-1,13,2,1,42,4,1,4,3,5,5
10,30780,-1,-1,13,2,1,-1,-1,1,4,3,5,5
11,30780,-1,-1,13,1,4,46,1,1,2,3,5,5
12,30780,-1,-1,13,2,4,40,1,1,2,3,5,5
13,30780,-1,-1,9,2,1,39,6,4,3,3,5,5
14,30780,-1,-1,9,1,1,39,6,4,3,3,5,5
15,30780,-1,-1,9,2,1,-1,-1,4,3,3,5,5
16,23580,-1,-1,12,2,1,43,1,1,2,3,13,13
17,23580,-1,-1,12,1,1,43,1,1,2,3,13,13
18,23580,-1,-1,1,2,2,43,4,4,2,3,13,13
19,23580,-1,-1,1,2,2,40,4,4,2,3,13,13
20,35620,-1,-1,14,2,1,44,4,7,1,1,34,34
21,0,-1,-1,9,2,3,39,1,1,2,4,2,2
22,0,-1,-1,9,1,1,40,1,1,2,4,2,2
23,35620,-1,-1,13,1,1,43,1,1,2,1,36,36
24,35620,-1,-1,13,2,1,43,1,1,2,1,36,36
25,32820,-1,-1,7,2,1,35,1,1,2,3,47,47
26,32820,-1,-1,7,1,1,35,1,1,2,3,47,47
27,0,-1,-1,9,2,1,39,3,4,3,2,27,27
28,0,-1,-1,9,2,1,36,6,4,3,2,27,27
29,0,-1,-1,9,1,1,40,3,4,3,2,27,27
30,0,-1,-1,16,1,1,40,1,1,2,2,27,27
31,0,-1,-1,16,2,1,39,1,1,2,2,27,27
32,12420,-1,-1,16,1,1,43,1,1,3,3,48,48
