,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,0,-1,-1,13,1,1,42,1,1,3,2,31,31
1,0,-1,-1,13,2,1,42,1,1,3,2,31,31
2,0,-1,-1,13,2,1,-1,-1,1,3,2,31,31
3,31080,-1,-1,1,1,1,39,1,1,2,4,6,6
4,31080,-1,-1,1,2,1,41,1,1,2,4,6,6
5,23580,-1,-1,12,2,1,42,1,1,2,3,13,13
6,23580,-1,-1,12,1,1,42,1,1,2,3,13,13
7,23580,-1,-1,16,1,1,43,1,1,3,3,13,13
8,23580,-1,-1,16,2,1,44,1,1,3,3,13,13
9,23580,-1,-1,16,2,1,-1,-1,1,3,3,13,13
10,49340,-1,-1,11,1,1,39,1,1,2,1,25,25
11,49340,-1,-1,11,2,1,39,1,1,2,1,25,25
12,35620,-1,-1,13,1,1,43,1,1,2,1,36,36
13,35620,-1,-1,13,2,1,43,1,1,2,1,36,36
14,32820,-1,-1,7,2,1,39,5,4,4,3,47,47
15,32820,-1,-1,7,1,1,42,6,4,4,3,47,47
16,32820,-1,-1,7,2,1,39,6,4,4,3,47,47
17,32820,-1,-1,7,2,1,36,6,4,4,3,47,47
18,32820,-1,-1,1,2,1,35,1,1,2,3,47,47
19,32820,-1,-1,1,1,1,35,1,1,2,3,47,47
20,41180,-1,-1,10,2,1,40,1,1,2,2,17,17
21,41180,-1,-1,10,1,1,39,1,1,2,2,17,17
22,30780,-1,-1,9,2,1,40,6,7,2,3,5,5
23,30780,-1,-1,9,1,2,39,6,7,2,3,5,5
24,0,-1,-1,12,1,1,34,1,1,5,2,39,39
25,0,-1,-1,12,2,1,34,1,1,5,2,39,39
26,0,-1,-1,12,2,1,-1,-1,1,5,2,39,39
27,0,-1,-1,12,1,1,-1,-1,1,5,2,39,39
28,0,-1,-1,12,2,1,-1,-1,1,5,2,39,39
29,0,-1,-1,11,2,1,44,1,1,2,3,21,21
30,0,-1,-1,11,1,1,34,1,1,2,3,21,21
31,12020,-1,-1,14,1,1,39,1,1,3,3,13,13
32,12020,-1,-1,14,2,1,46,1,1,3,3,13,13
33,12020,-1,-1,14,1,1,35,6,1,3,3,13,13
34,0,-1,-1,13,1,1,39,1,1,3,4,30,30
35,0,-1,-1,13,2,1,39,1,1,3,4,30,30
36,0,-1,-1,13,1,1,39,6,1,3,4,30,30
37,48700,-1,-1,14,1,1,39,6,4,3,1,42,42
38,48700,-1,-1,14,2,1,39,6,4,3,1,42,42
39,48700,-1,-1,14,2,1,-1,-1,4,3,1,42,42
40,24340,-1,-1,13,1,1,39,1,1,4,2,26,26
41,24340,-1,-1,13,2,1,39,1,1,4,2,26,26
42,24340,-1,-1,13,2,1,-1,-1,1,4,2,26,26
43,24340,-1,-1,13,2,1,-1,-1,1,4,2,26,26
44,41860,-1,-1,15,2,4,43,1,1,5,4,6,6
45,41860,-1,-1,15,1,4,43,1,1,5,4,6,6
46,41860,-1,-1,15,2,4,39,6,1,5,4,6,6
47,41860,-1,-1,15,2,4,-1,-1,1,5,4,6,6
48,41860,-1,-1,15,2,4,43,4,1,5,4,6,6
49,24340,-1,-1,8,2,1,40,3,7,1,2,26,26
50,34980,-1,-1,14,2,1,43,1,1,4,3,47,47
51,34980,-1,-1,14,1,1,43,1,1,4,3,47,47
52,34980,-1,-1,14,1,1,-1,-1,1,4,3,47,47
53,34980,-1,-1,14,1,1,-1,-1,1,4,3,47,47
54,34980,-1,-1,16,2,1,46,1,1,5,3,47,47
55,34980,-1,-1,16,1,1,44,1,1,5,3,47,47
56,34980,-1,-1,16,1,1,-1,-1,1,5,3,47,47
57,34980,-1,-1,16,2,1,-1,-1,1,5,3,47,47
58,34980,-1,-1,16,2,1,-1,-1,1,5,3,47,47
59,0,-1,-1,14,1,1,39,1,1,3,3,21,21
60,0,-1,-1,14,2,1,39,1,1,3,3,21,21
61,0,-1,-1,14,1,1,37,6,1,3,3,21,21
62,26620,-1,-1,16,1,1,43,2,6,2,3,1,1
63,26620,-1,-1,16,2,1,43,2,6,2,3,1,1
64,11700,-1,-1,14,2,1,44,1,1,5,3,37,37
65,11700,-1,-1,14,1,1,43,1,1,5,3,37,37
66,11700,-1,-1,14,2,1,-1,-1,1,5,3,37,37
67,11700,-1,-1,14,2,1,-1,-1,1,5,3,37,37
68,11700,-1,-1,14,1,1,-1,-1,1,5,3,37,37
69,16980,-1,-1,16,2,1,45,1,1,2,2,18,18
70,16980,-1,-1,16,1,1,43,1,1,2,2,18,18
71,27140,-1,-1,15,1,1,43,1,1,2,3,28,28
72,27140,-1,-1,15,2,1,43,1,1,2,3,28,28
73,27140,-1,-1,4,1,4,39,1,1,2,3,28,28
74,27140,-1,-1,4,2,4,39,1,1,2,3,28,28
75,16980,-1,-1,15,2,1,40,1,1,2,2,18,18
76,16980,-1,-1,15,1,1,39,1,1,2,2,18,18
77,27500,-1,-1,12,2,1,39,4,4,4,2,55,55
78,27500,-1,-1,12,1,1,37,6,4,4,2,55,55
79,27500,-1,-1,12,1,1,35,6,4,4,2,55,55
80,27500,-1,-1,12,2,1,-1,-1,4,4,2,55,55
81,28940,-1,-1,16,2,1,43,3,7,2,3,47,47
82,28940,-1,-1,16,1,1,43,4,7,2,3,47,47
83,14020,-1,-1,15,2,1,44,3,7,1,2,18,18
84,0,-1,-1,16,1,1,40,4,6,2,2,38,38
85,0,-1,-1,16,2,1,40,3,6,2,2,38,38
86,12060,-1,-1,9,2,2,40,6,4,4,3,13,13
87,12060,-1,-1,9,1,2,-1,-1,4,4,3,13,13
88,12060,-1,-1,9,1,2,-1,-1,4,4,3,13,13
