,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,26620,-1,-1,10,2,1,42,4,7,1,3,1,1
1,49740,-1,-1,8,1,3,40,4,3,2,4,4,4
2,49740,-1,-1,8,1,1,-1,-1,3,2,4,4,4
3,24540,-1,-1,16,1,1,40,1,1,4,4,8,8
4,24540,-1,-1,16,2,1,43,1,1,4,4,8,8
5,24540,-1,-1,16,1,1,-1,-1,1,4,4,8,8
6,24540,-1,-1,16,2,1,-1,-1,1,4,4,8,8
7,30780,-1,-1,5,1,2,40,3,6,1,3,5,5
8,30780,-1,-1,13,1,4,46,1,1,2,3,5,5
9,30780,-1,-1,13,2,4,40,1,1,2,3,5,5
10,30780,-1,-1,9,2,1,39,6,4,3,3,5,5
11,30780,-1,-1,9,1,1,39,6,4,3,3,5,5
12,30780,-1,-1,9,2,1,-1,-1,4,3,3,5,5
13,19100,-1,-1,16,2,1,43,1,1,3,3,48,48
14,19100,-1,-1,16,1,1,44,1,1,3,3,48,48
15,19100,-1,-1,16,2,1,40,6,1,3,3,48,48
16,14260,-1,-1,8,2,1,40,4,7,1,4,16,16
17,12420,-1,-1,16,1,1,43,1,1,3,3,48,48
18,12420,-1,-1,16,2,1,43,1,1,3,3,48,48
19,12420,-1,-1,16,2,1,-1,-1,1,3,3,48,48
20,0,-1,-1,13,1,1,41,4,3,3,3,1,1
21,0,-1,-1,13,2,1,39,6,3,3,3,1,1
22,0,-1,-1,13,2,6,-1,-1,3,3,3,1,1
23,19300,-1,-1,16,2,1,42,1,1,5,3,1,1
24,19300,-1,-1,16,1,1,46,1,1,5,3,1,1
25,19300,-1,-1,16,1,1,36,6,1,5,3,1,1
26,19300,-1,-1,16,1,1,-1,-1,1,5,3,1,1
27,19300,-1,-1,16,2,1,-1,-1,1,5,3,1,1
28,33860,-1,-1,9,2,1,43,1,1,2,3,1,1
29,33860,-1,-1,9,1,1,46,1,1,2,3,1,1
30,16980,-1,-1,14,1,1,43,1,1,3,2,17,17
31,16980,-1,-1,14,2,1,43,1,1,3,2,17,17
32,16980,-1,-1,14,2,1,-1,-1,1,3,2,17,17
33,24340,-1,-1,8,1,2,44,4,6,1,2,26,26
34,0,-1,-1,11,2,1,42,3,4,4,3,21,21
35,0,-1,-1,11,2,1,35,6,4,4,3,21,21
36,0,-1,-1,11,2,1,-1,-1,4,4,3,21,21
37,0,-1,-1,11,1,1,-1,-1,4,4,3,21,21
38,0,-1,-1,14,1,1,40,6,8,2,4,2,2
39,0,-1,-1,14,2,1,43,6,8,2,4,2,2
40,0,-1,-1,16,1,1,43,1,1,2,3,5,5
41,0,-1,-1,16,2,1,43,1,1,2,3,5,5
42,34980,-1,-1,15,1,2,43,1,1,3,3,47,47
43,34980,-1,-1,15,2,2,44,1,1,3,3,47,47
44,34980,-1,-1,15,2,2,40,6,1,3,3,47,47
45,40420,-1,-1,11,2,1,43,1,1,2,2,17,17
46,40420,-1,-1,11,1,1,43,1,1,2,2,17,17
47,26620,-1,-1,14,1,1,44,3,6,1,3,1,1
48,26620,-1,-1,11,1,1,39,1,1,2,3,1,1
49,26620,-1,-1,11,2,1,39,1,1,2,3,1,1
50,20700,-1,-1,13,2,1,40,6,7,2,1,42,42
51,20700,-1,-1,13,1,6,42,6,7,2,1,42,42
52,39820,-1,-1,6,1,1,40,4,6,1,4,6,6
53,16980,-1,-1,15,1,1,40,1,1,2,2,18,18
54,16980,-1,-1,15,2,1,39,1,1,2,2,18,18
55,16980,-1,-1,6,2,1,39,4,7,1,2,18,18
56,16740,-1,-1,15,1,1,43,1,1,2,3,37,37
57,16740,-1,-1,15,1,1,43,1,1,2,3,37,37
58,30780,-1,-1,14,2,2,40,1,1,3,3,5,5
59,30780,-1,-1,14,1,2,40,6,1,3,3,5,5
60,30780,-1,-1,14,1,2,42,1,1,3,3,5,5
61,48620,-1,-1,14,1,1,42,6,3,3,2,20,20
62,48620,-1,-1,14,2,1,42,6,3,3,2,20,20
63,48620,-1,-1,14,2,1,-1,-1,3,3,2,20,20
64,0,-1,-1,13,2,1,39,6,7,2,2,20,20
65,0,-1,-1,13,1,7,39,6,7,2,2,20,20
66,0,-1,-1,9,2,1,40,6,7,2,2,20,20
67,0,-1,-1,9,2,1,40,6,7,2,2,20,20
68,48620,-1,-1,15,1,1,43,3,3,3,2,20,20
69,48620,-1,-1,15,1,1,-1,-1,3,3,2,20,20
70,48620,-1,-1,15,2,1,-1,-1,3,3,2,20,20
71,0,-1,-1,13,2,1,40,3,7,2,2,20,20
72,0,-1,-1,13,1,1,39,4,7,2,2,20,20
73,0,-1,-1,15,1,1,43,1,1,2,4,30,30
74,0,-1,-1,15,2,1,40,1,1,2,4,30,30
