,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,26620,-1,-1,12,2,1,43,3,7,1,3,1,1
1,0,-1,-1,13,1,1,42,1,1,3,2,31,31
2,0,-1,-1,13,2,1,42,1,1,3,2,31,31
3,0,-1,-1,13,2,1,-1,-1,1,3,2,31,31
4,23580,-1,-1,16,1,1,43,1,1,3,3,13,13
5,23580,-1,-1,16,2,1,44,1,1,3,3,13,13
6,23580,-1,-1,16,2,1,-1,-1,1,3,3,13,13
7,35620,-1,-1,16,1,1,43,1,1,4,1,34,34
8,35620,-1,-1,16,2,1,43,1,1,4,1,34,34
9,35620,-1,-1,16,2,1,44,6,1,4,1,34,34
10,35620,-1,-1,16,1,1,43,6,1,4,1,34,34
11,35620,-1,-1,16,1,1,46,1,1,9,1,34,34
12,35620,-1,-1,16,2,1,43,1,1,9,1,34,34
13,35620,-1,-1,16,2,1,43,6,1,9,1,34,34
14,35620,-1,-1,16,2,1,40,6,1,9,1,34,34
15,35620,-1,-1,16,2,1,39,6,1,9,1,34,34
16,35620,-1,-1,16,2,1,36,6,1,9,1,34,34
17,35620,-1,-1,16,2,1,43,3,1,9,1,34,34
18,35620,-1,-1,16,1,1,40,6,1,9,1,34,34
19,35620,-1,-1,16,1,1,41,6,1,9,1,34,34
20,30780,-1,-1,4,2,2,40,4,7,1,3,5,5
21,49340,-1,-1,11,1,1,39,1,1,2,1,25,25
22,49340,-1,-1,11,2,1,39,1,1,2,1,25,25
23,35620,-1,-1,12,2,1,44,1,1,3,1,36,36
24,35620,-1,-1,12,1,1,43,1,1,3,1,36,36
25,35620,-1,-1,12,1,1,44,6,1,3,1,36,36
26,41180,-1,-1,10,2,1,40,1,1,2,2,17,17
27,41180,-1,-1,10,1,1,39,1,1,2,2,17,17
28,0,-1,-1,13,1,1,39,1,1,2,2,39,39
29,0,-1,-1,13,2,1,39,1,1,2,2,39,39
30,0,-1,-1,12,1,1,44,6,6,1,2,19,19
31,0,-1,-1,14,1,2,40,4,6,1,2,29,29
32,0,-1,-1,13,2,1,44,1,1,4,1,50,50
33,0,-1,-1,13,1,1,43,1,1,4,1,50,50
34,0,-1,-1,13,2,1,39,6,1,4,1,50,50
35,0,-1,-1,13,2,2,-1,-1,1,4,1,50,50
36,48700,-1,-1,14,1,1,39,6,4,3,1,42,42
37,48700,-1,-1,14,2,1,39,6,4,3,1,42,42
38,48700,-1,-1,14,2,1,-1,-1,4,3,1,42,42
39,24340,-1,-1,13,1,1,39,1,1,4,2,26,26
40,24340,-1,-1,13,2,1,39,1,1,4,2,26,26
41,24340,-1,-1,13,2,1,-1,-1,1,4,2,26,26
42,24340,-1,-1,13,2,1,-1,-1,1,4,2,26,26
43,24340,-1,-1,8,2,1,40,3,7,1,2,26,26
44,34980,-1,-1,6,1,1,40,1,1,2,3,47,47
45,34980,-1,-1,6,2,1,40,1,1,2,3,47,47
46,34980,-1,-1,14,2,1,43,1,1,4,3,47,47
47,34980,-1,-1,14,1,1,43,1,1,4,3,47,47
48,34980,-1,-1,14,1,1,-1,-1,1,4,3,47,47
49,34980,-1,-1,14,1,1,-1,-1,1,4,3,47,47
50,26620,-1,-1,16,1,1,43,4,6,2,3,1,1
51,26620,-1,-1,16,2,1,43,4,6,2,3,1,1
52,12060,-1,-1,15,2,1,39,6,7,2,3,13,13
53,12060,-1,-1,15,1,1,39,6,7,2,3,13,13
54,11700,-1,-1,15,1,1,40,1,1,2,3,37,37
55,11700,-1,-1,15,2,1,44,1,1,2,3,37,37
56,11700,-1,-1,10,1,1,44,6,6,1,3,37,37
57,27140,-1,-1,15,1,1,43,1,1,2,3,28,28
58,27140,-1,-1,15,2,1,43,1,1,2,3,28,28
59,27500,-1,-1,12,2,1,39,4,4,4,2,55,55
60,27500,-1,-1,12,1,1,37,6,4,4,2,55,55
61,27500,-1,-1,12,1,1,35,6,4,4,2,55,55
62,27500,-1,-1,12,2,1,-1,-1,4,4,2,55,55
63,14020,-1,-1,15,2,1,44,3,7,1,2,18,18
64,0,-1,-1,15,1,1,40,4,6,2,2,38,38
65,0,-1,-1,15,2,1,40,3,6,2,2,38,38
66,17980,-1,-1,1,2,1,32,5,7,1,3,13,13
67,14260,-1,-1,16,1,1,43,1,1,6,4,16,16
68,14260,-1,-1,16,2,1,42,1,1,6,4,16,16
69,14260,-1,-1,16,2,1,-1,-1,1,6,4,16,16
70,14260,-1,-1,16,2,1,-1,-1,1,6,4,16,16
71,14260,-1,-1,16,1,1,-1,-1,1,6,4,16,16
72,14260,-1,-1,16,2,1,-1,-1,1,6,4,16,16
73,41180,-1,-1,12,2,1,39,4,7,2,2,17,17
74,41180,-1,-1,12,1,1,39,4,7,2,2,17,17
75,33860,-1,-1,16,1,1,43,1,1,2,3,1,1
76,33860,-1,-1,16,2,1,40,1,1,2,3,1,1
77,13820,-1,-1,7,1,2,39,3,6,1,3,1,1
78,13820,-1,-1,15,2,1,39,1,1,3,3,1,1
79,13820,-1,-1,15,1,1,39,1,1,3,3,1,1
80,13820,-1,-1,15,2,1,40,6,1,3,3,1,1
81,22520,-1,-1,11,2,1,42,4,4,2,3,1,1
82,22520,-1,-1,11,2,1,42,6,4,2,3,1,1
83,33860,-1,-1,10,1,2,39,1,1,6,3,1,1
84,33860,-1,-1,10,2,1,42,1,1,6,3,1,1
85,33860,-1,-1,10,1,6,-1,-1,1,6,3,1,1
86,33860,-1,-1,10,1,6,-1,-1,1,6,3,1,1
87,33860,-1,-1,10,1,6,-1,-1,1,6,3,1,1
88,33860,-1,-1,10,1,6,-1,-1,1,6,3,1,1
89,22520,-1,-1,13,2,1,40,2,4,3,3,1,1
90,22520,-1,-1,13,2,1,-1,-1,4,3,3,1,1
91,22520,-1,-1,13,2,1,-1,-1,4,3,3,1,1
92,26620,-1,-1,13,1,1,43,6,6,1,3,1,1
93,33860,-1,-1,11,2,1,39,1,1,2,3,1,1
94,33860,-1,-1,11,1,1,39,1,1,2,3,1,1
95,13820,-1,-1,7,2,1,35,1,1,3,3,1,1
96,13820,-1,-1,7,1,1,35,1,1,3,3,1,1
97,13820,-1,-1,7,1,1,37,4,1,3,3,1,1
98,13820,-1,-1,4,1,1,38,4,3,2,3,1,1
99,13820,-1,-1,4,1,1,38,6,3,2,3,1,1
100,13820,-1,-1,14,2,1,39,1,1,6,3,1,1
101,13820,-1,-1,14,1,1,39,1,1,6,3,1,1
102,13820,-1,-1,14,1,1,-1,-1,1,6,3,1,1
103,13820,-1,-1,14,2,1,-1,-1,1,6,3,1,1
104,13820,-1,-1,14,1,1,-1,-1,1,6,3,1,1
105,13820,-1,-1,14,2,1,-1,-1,1,6,3,1,1
106,13820,-1,-1,12,2,2,43,4,4,2,3,1,1
107,13820,-1,-1,12,1,2,43,4,4,2,3,1,1
108,13820,-1,-1,7,2,1,40,1,1,2,3,1,1
109,13820,-1,-1,7,1,1,34,1,1,2,3,1,1
110,33860,-1,-1,13,1,1,42,1,1,4,3,1,1
111,33860,-1,-1,13,1,1,39,6,1,4,3,1,1
112,33860,-1,-1,13,2,1,43,1,1,4,3,1,1
113,33860,-1,-1,13,2,1,39,6,1,4,3,1,1
114,33860,-1,-1,14,2,7,43,6,7,1,3,1,1
115,13820,-1,-1,15,2,1,40,4,4,3,3,1,1
116,13820,-1,-1,15,1,1,39,4,4,3,3,1,1
117,13820,-1,-1,15,1,1,40,4,4,3,3,1,1
118,22520,-1,-1,15,2,1,39,6,4,3,3,1,1
119,22520,-1,-1,15,1,1,39,6,4,3,3,1,1
120,22520,-1,-1,15,2,1,-1,-1,4,3,3,1,1
121,13820,-1,-1,7,2,1,39,3,7,1,3,1,1
122,22520,-1,-1,8,1,1,39,4,6,1,3,1,1
123,22520,-1,-1,12,1,2,32,1,1,3,3,1,1
124,22520,-1,-1,12,2,2,39,1,1,3,3,1,1
125,22520,-1,-1,12,1,2,37,6,1,3,3,1,1
126,22520,-1,-1,3,2,1,38,3,4,2,3,1,1
127,22520,-1,-1,3,2,1,39,4,4,2,3,1,1
128,22520,-1,-1,9,2,1,41,3,4,2,3,1,1
129,22520,-1,-1,9,1,1,39,3,4,2,3,1,1
130,33860,-1,-1,3,1,2,39,6,6,1,3,1,1
131,33860,-1,-1,15,2,2,42,1,1,3,3,1,1
132,33860,-1,-1,15,1,2,39,1,1,3,3,1,1
133,33860,-1,-1,15,2,2,39,6,1,3,3,1,1
134,33860,-1,-1,1,1,2,36,6,6,1,3,1,1
135,33860,-1,-1,14,1,2,43,6,6,1,3,1,1
136,0,-1,-1,10,1,1,41,1,1,2,3,1,1
137,0,-1,-1,10,2,2,43,1,1,2,3,1,1
138,33860,-1,-1,14,2,2,39,3,4,2,3,1,1
139,33860,-1,-1,14,1,2,39,4,4,2,3,1,1
140,13820,-1,-1,11,1,1,39,4,6,1,3,1,1
141,13820,-1,-1,14,1,2,43,1,1,3,3,1,1
142,13820,-1,-1,14,2,2,42,1,1,3,3,1,1
143,13820,-1,-1,14,1,2,39,6,1,3,3,1,1
144,13820,-1,-1,12,2,1,39,3,7,1,3,1,1
145,13820,-1,-1,11,1,1,43,3,6,2,3,1,1
146,13820,-1,-1,11,2,1,39,3,6,2,3,1,1
147,22520,-1,-1,16,2,1,43,1,1,4,3,1,1
148,22520,-1,-1,16,1,1,40,1,1,4,3,1,1
149,22520,-1,-1,16,2,1,-1,-1,1,4,3,1,1
150,22520,-1,-1,16,1,1,-1,-1,1,4,3,1,1
151,0,-1,-1,12,1,1,43,1,1,2,3,1,1
152,0,-1,-1,12,2,1,43,1,1,2,3,1,1
153,0,-1,-1,14,2,1,42,1,1,2,3,1,1
154,0,-1,-1,14,2,1,39,1,1,2,3,1,1
155,0,-1,-1,16,1,1,43,1,1,3,3,1,1
156,0,-1,-1,16,2,1,43,1,1,3,3,1,1
157,0,-1,-1,16,1,1,-1,-1,1,3,3,1,1
158,0,-1,-1,15,2,2,39,6,4,3,3,1,1
159,0,-1,-1,15,2,2,32,3,4,3,3,1,1
160,0,-1,-1,15,1,2,39,6,4,3,3,1,1
161,26620,-1,-1,13,2,1,43,1,1,6,3,1,1
162,26620,-1,-1,13,1,1,39,1,1,6,3,1,1
163,26620,-1,-1,13,2,1,-1,-1,1,6,3,1,1
164,26620,-1,-1,13,1,1,-1,-1,1,6,3,1,1
165,26620,-1,-1,13,2,1,-1,-1,1,6,3,1,1
166,26620,-1,-1,13,2,1,-1,-1,1,6,3,1,1
167,0,-1,-1,16,2,1,43,1,1,2,3,1,1
168,0,-1,-1,16,1,1,45,1,1,2,3,1,1
169,12220,-1,-1,15,1,2,39,1,1,2,3,1,1
170,12220,-1,-1,15,2,2,39,1,1,2,3,1,1
171,13820,-1,-1,13,2,1,43,1,1,3,3,1,1
