,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,33860,-1,-1,10,1,1,39,2,6,2,3,1,1
1,33860,-1,-1,10,2,1,39,2,6,2,3,1,1
2,33860,2,8,9,1,1,40,6,6,1,3,1,1
3,33860,-1,-1,13,2,2,45,1,1,4,3,1,1
4,33860,-1,-1,13,1,2,43,1,1,4,3,1,1
5,33860,-1,-1,13,2,2,40,6,1,4,3,1,1
6,33860,-1,-1,13,2,2,36,6,1,4,3,1,1
7,33860,-1,-1,14,2,2,44,1,1,2,3,1,1
8,33860,-1,-1,14,1,2,44,1,1,2,3,1,1
9,33860,-1,-1,13,1,2,39,2,6,1,3,1,1
10,33860,-1,-1,10,2,1,39,3,4,2,3,1,1
11,33860,-1,-1,10,2,1,39,3,4,2,3,1,1
12,19300,-1,-1,13,1,1,43,1,1,2,3,1,1
13,19300,-1,-1,13,2,1,41,1,1,2,3,1,1
14,19300,-1,-1,6,1,1,37,3,3,3,3,1,1
15,19300,-1,-1,6,2,1,42,1,3,3,3,1,1
16,19300,1,8,6,1,1,39,1,3,3,3,1,1
17,19300,-1,-1,7,1,1,42,3,6,1,3,1,1
18,13820,-1,-1,8,1,1,35,1,1,2,3,1,1
19,13820,-1,-1,8,2,1,36,1,1,2,3,1,1
20,13820,-1,-1,16,2,1,39,1,1,4,3,1,1
21,13820,-1,-1,16,1,1,41,1,1,4,3,1,1
22,13820,-1,-1,16,1,1,43,6,1,4,3,1,1
23,13820,1,52,16,2,1,43,6,1,4,3,1,1
24,0,-1,-1,14,1,1,39,1,1,2,3,1,1
25,0,-1,-1,14,2,1,39,1,1,2,3,1,1
26,0,-1,-1,9,1,1,39,1,1,3,3,1,1
27,0,-1,-1,9,2,1,39,1,1,3,3,1,1
28,0,-1,-1,9,2,1,39,5,1,3,3,1,1
29,0,-1,-1,15,2,2,38,4,7,1,3,1,1
30,0,-1,-1,11,1,1,39,1,1,2,3,1,1
31,0,-1,-1,11,2,1,42,1,1,2,3,1,1
32,0,-1,-1,15,1,1,44,1,1,4,3,1,1
33,0,-1,-1,15,2,1,44,1,1,4,3,1,1
34,0,-1,-1,15,2,1,-1,-1,1,4,3,1,1
35,0,-1,-1,15,1,1,-1,-1,1,4,3,1,1
36,0,-1,-1,9,1,2,39,1,1,4,3,1,1
37,0,-1,-1,9,2,2,39,1,1,4,3,1,1
38,0,-1,-1,9,2,2,39,6,1,4,3,1,1
39,0,-1,-1,9,1,2,39,6,1,4,3,1,1
40,0,-1,-1,16,2,2,40,6,4,4,3,1,1
41,0,-1,-1,16,1,2,40,6,4,4,3,1,1
42,0,-1,-1,16,2,2,-1,-1,4,4,3,1,1
43,0,-1,-1,16,2,2,-1,-1,4,4,3,1,1
44,0,-1,-1,4,2,1,39,4,7,1,3,1,1
45,0,-1,-1,16,2,1,44,3,7,1,3,1,1
46,0,-1,-1,7,2,1,40,3,7,1,3,1,1
47,0,-1,-1,6,1,1,39,6,6,1,3,1,1
48,0,-1,-1,10,1,1,41,1,1,2,3,1,1
49,0,-1,-1,10,2,1,39,1,1,2,3,1,1
50,0,-1,-1,8,1,1,39,3,6,1,3,1,1
51,0,-1,-1,12,2,1,39,1,1,2,3,1,1
52,0,-1,-1,12,1,1,39,1,1,2,3,1,1
53,0,-1,-1,6,1,1,39,3,6,1,3,1,1
54,0,-1,-1,14,1,1,40,1,1,2,3,1,1
55,0,-1,-1,14,2,1,43,1,1,2,3,1,1
56,0,-1,-1,12,1,1,40,6,6,1,3,1,1
57,0,-1,-1,10,2,1,43,3,7,1,3,1,1
58,0,-1,-1,16,2,1,42,3,7,1,3,1,1
59,0,-1,-1,15,1,1,44,1,1,2,3,1,1
60,0,-1,-1,15,2,1,40,1,1,2,3,1,1
61,22520,-1,-1,14,1,1,39,1,1,3,3,1,1
62,22520,-1,-1,14,2,1,37,1,1,3,3,1,1
63,22520,-1,-1,14,1,1,-1,-1,1,3,3,1,1
64,22520,-1,-1,13,2,1,38,6,7,1,3,1,1
65,22520,-1,-1,11,1,1,39,6,3,2,3,1,1
66,22520,-1,-1,11,2,1,39,4,3,2,3,1,1
67,22520,-1,-1,13,1,1,40,1,1,3,3,1,1
68,22520,-1,-1,13,2,1,39,1,1,3,3,1,1
69,22520,-1,-1,13,2,1,40,6,1,3,3,1,1
70,22520,-1,-1,15,2,1,40,1,1,2,3,1,1
71,22520,-1,-1,15,1,1,39,1,1,2,3,1,1
72,22520,-1,-1,16,2,1,44,1,1,5,3,1,1
73,22520,-1,-1,16,1,1,46,1,1,5,3,1,1
74,22520,-1,-1,16,1,1,-1,-1,1,5,3,1,1
75,22520,-1,-1,16,2,1,-1,-1,1,5,3,1,1
76,22520,-1,-1,16,2,1,-1,-1,1,5,3,1,1
77,22520,-1,-1,7,2,1,36,1,1,3,3,1,1
78,22520,-1,-1,7,1,2,39,1,1,3,3,1,1
79,22520,-1,-1,7,1,6,36,6,1,3,3,1,1
80,0,-1,-1,15,1,1,39,1,1,2,3,1,1
81,0,-1,-1,15,2,1,39,1,1,2,3,1,1
82,0,-1,-1,16,1,1,43,1,1,2,3,1,1
83,0,-1,-1,16,2,1,35,1,1,2,3,1,1
84,0,-1,-1,3,2,1,37,3,7,1,3,1,1
85,33860,-1,-1,14,2,1,40,1,1,3,3,1,1
86,33860,-1,-1,14,1,1,39,1,1,3,3,1,1
87,33860,-1,-1,14,1,1,39,6,1,3,3,1,1
88,33860,-1,-1,11,2,1,39,1,1,2,3,1,1
89,33860,-1,-1,11,1,1,40,1,1,2,3,1,1
90,33860,-1,-1,14,2,1,39,6,7,2,3,1,1
91,33860,-1,-1,14,1,1,42,4,7,2,3,1,1
92,0,-1,-1,5,2,1,42,3,4,2,3,1,1
93,0,-1,-1,5,2,1,40,4,4,2,3,1,1
94,0,-1,-1,15,1,1,39,1,1,3,3,1,1
95,0,-1,-1,15,2,1,39,1,1,3,3,1,1
96,0,-1,-1,15,2,1,36,6,1,3,3,1,1
97,0,-1,-1,10,2,1,44,4,7,1,3,1,1
98,13820,-1,-1,9,2,1,43,6,7,1,3,1,1
99,13820,-1,-1,11,2,2,43,4,7,1,3,1,1
100,13820,-1,-1,12,1,1,39,6,3,2,3,1,1
101,13820,-1,-1,12,2,1,39,6,3,2,3,1,1
102,13820,-1,-1,9,2,1,43,1,1,2,3,1,1
103,13820,-1,-1,9,1,1,43,1,1,2,3,1,1
104,13820,-1,-1,15,1,1,43,1,1,3,3,1,1
105,13820,-1,-1,15,2,1,43,1,1,3,3,1,1
106,13820,-1,-1,15,2,1,37,6,1,3,3,1,1
107,13820,-1,-1,11,2,1,43,1,1,2,3,1,1
108,13820,-1,-1,11,1,1,43,1,1,2,3,1,1
109,13820,-1,-1,11,2,1,43,1,1,2,3,1,1
