,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,33860,-1,-1,9,1,1,40,6,6,1,3,1,1
1,33860,-1,-1,13,2,2,45,1,1,4,3,1,1
2,33860,-1,-1,13,1,2,43,1,1,4,3,1,1
3,33860,-1,-1,13,2,2,40,6,1,4,3,1,1
4,33860,-1,-1,13,2,2,36,6,1,4,3,1,1
5,33860,-1,-1,14,2,2,44,1,1,2,3,1,1
6,33860,-1,-1,14,1,2,44,1,1,2,3,1,1
7,33860,-1,-1,13,1,2,39,2,6,1,3,1,1
8,19300,-1,-1,13,1,1,44,1,1,2,3,1,1
9,19300,-1,-1,13,2,1,43,1,1,2,3,1,1
10,19300,-1,-1,15,1,1,44,1,1,2,3,1,1
11,19300,-1,-1,15,2,1,44,1,1,2,3,1,1
12,19300,-1,-1,2,2,2,39,3,7,1,3,1,1
13,19300,-1,-1,11,2,1,43,1,1,2,3,1,1
14,19300,-1,-1,11,1,1,40,1,1,2,3,1,1
15,19300,-1,-1,8,2,1,39,3,7,1,3,1,1
16,13820,-1,-1,16,2,1,39,1,1,4,3,1,1
17,13820,-1,-1,16,1,1,41,1,1,4,3,1,1
18,13820,-1,-1,16,1,1,43,6,1,4,3,1,1
19,13820,-1,-1,16,2,1,43,6,1,4,3,1,1
20,0,-1,-1,14,1,1,39,1,1,2,3,1,1
21,0,-1,-1,14,2,1,39,1,1,2,3,1,1
22,0,-1,-1,16,2,2,44,3,4,2,3,1,1
23,0,-1,-1,16,1,2,39,4,4,2,3,1,1
24,0,-1,-1,14,2,2,38,1,1,7,3,1,1
25,0,-1,-1,14,1,2,38,6,1,7,3,1,1
26,0,-1,-1,14,1,2,36,6,1,7,3,1,1
27,0,-1,-1,14,2,2,35,6,1,7,3,1,1
28,0,-1,-1,14,2,2,-1,-1,1,7,3,1,1
29,0,-1,-1,14,2,2,-1,-1,1,7,3,1,1
30,0,1,2,14,1,2,39,1,1,7,3,1,1
31,0,-1,-1,4,2,1,35,3,7,1,3,1,1
32,0,-1,-1,5,2,1,39,1,1,2,3,1,1
33,0,-1,-1,5,1,1,39,1,1,2,3,1,1
34,0,-1,-1,4,2,1,39,4,7,1,3,1,1
35,0,-1,-1,16,2,1,44,3,7,1,3,1,1
36,0,-1,-1,10,1,1,41,1,1,2,3,1,1
37,0,-1,-1,10,2,1,39,1,1,2,3,1,1
38,0,-1,-1,9,1,1,42,4,6,1,3,1,1
39,0,-1,-1,9,1,1,39,1,1,2,3,1,1
40,0,-1,-1,9,2,1,39,1,1,2,3,1,1
41,0,-1,-1,14,1,1,39,1,1,2,3,1,1
42,0,-1,-1,14,2,1,41,1,1,2,3,1,1
43,0,-1,-1,14,1,1,40,1,1,2,3,1,1
44,0,-1,-1,14,2,1,43,1,1,2,3,1,1
45,0,-1,-1,12,1,1,40,6,6,1,3,1,1
46,0,1,5,14,1,1,43,1,1,2,3,1,1
47,0,-1,-1,14,2,1,43,1,1,2,3,1,1
48,0,-1,-1,13,1,1,39,1,2,2,3,1,1
49,0,-1,-1,13,2,1,43,1,2,2,3,1,1
50,22520,-1,-1,6,2,1,37,4,4,6,3,1,1
51,22520,-1,-1,6,1,1,-1,-1,4,6,3,1,1
52,22520,-1,-1,6,1,1,-1,-1,4,6,3,1,1
53,22520,-1,-1,6,1,1,-1,-1,4,6,3,1,1
54,22520,-1,-1,6,2,1,-1,-1,4,6,3,1,1
55,22520,-1,-1,6,2,1,-1,-1,4,6,3,1,1
56,22520,-1,-1,11,1,1,39,6,3,2,3,1,1
57,22520,-1,-1,11,2,1,39,4,3,2,3,1,1
58,22520,-1,-1,15,2,1,40,1,1,2,3,1,1
59,22520,-1,-1,15,1,1,39,1,1,2,3,1,1
60,22520,-1,-1,16,2,1,44,1,1,5,3,1,1
61,22520,-1,-1,16,1,1,46,1,1,5,3,1,1
62,22520,-1,-1,16,1,1,-1,-1,1,5,3,1,1
63,22520,-1,-1,16,2,1,-1,-1,1,5,3,1,1
64,22520,-1,-1,16,2,1,-1,-1,1,5,3,1,1
65,0,-1,-1,15,1,1,39,1,1,2,3,1,1
66,0,-1,-1,15,2,1,39,1,1,2,3,1,1
67,0,-1,-1,14,1,1,42,1,1,2,3,1,1
68,0,-1,-1,14,2,1,39,1,1,2,3,1,1
69,0,-1,-1,9,2,1,44,4,7,1,3,1,1
70,0,-1,-1,13,1,1,39,3,6,1,3,1,1
71,33860,-1,-1,12,2,1,40,6,7,1,3,1,1
72,33860,-1,-1,14,2,1,40,1,1,3,3,1,1
73,33860,-1,-1,14,1,1,39,1,1,3,3,1,1
74,33860,-1,-1,14,1,1,39,6,1,3,3,1,1
75,33860,-1,-1,11,2,1,39,1,1,2,3,1,1
76,33860,-1,-1,11,1,1,40,1,1,2,3,1,1
77,33860,-1,-1,16,1,1,44,1,1,2,3,1,1
78,33860,-1,-1,16,2,1,43,1,1,2,3,1,1
79,33860,-1,-1,16,2,1,43,1,1,2,3,1,1
80,33860,-1,-1,16,1,1,44,1,1,2,3,1,1
81,13820,-1,-1,5,2,1,40,1,1,2,3,1,1
82,13820,-1,-1,5,1,1,39,1,1,2,3,1,1
83,13820,-1,-1,5,1,1,35,5,3,3,3,1,1
84,13820,-1,-1,5,2,1,39,4,3,3,3,1,1
85,13820,-1,-1,5,2,1,39,3,3,3,3,1,1
86,13820,-1,-1,11,2,1,39,1,1,2,3,1,1
87,13820,-1,-1,11,1,1,39,1,1,2,3,1,1
88,13820,-1,-1,11,2,2,43,4,7,1,3,1,1
89,13820,-1,-1,3,2,1,39,3,7,1,3,1,1
90,13820,-1,-1,4,2,2,40,4,7,1,3,1,1
91,13820,-1,-1,4,1,2,36,6,6,1,3,1,1
92,13820,-1,-1,3,2,2,37,3,7,1,3,1,1
93,13820,-1,-1,9,2,1,43,1,1,2,3,1,1
94,13820,-1,-1,9,1,1,43,1,1,2,3,1,1
95,13820,-1,-1,15,1,1,43,1,1,3,3,1,1
96,13820,-1,-1,15,2,1,43,1,1,3,3,1,1
97,13820,-1,-1,15,2,1,37,6,1,3,3,1,1
98,13820,-1,-1,12,2,1,39,1,1,2,3,1,1
99,13820,-1,-1,12,1,1,39,1,1,2,3,1,1
