,GTCBSA,PELAYFTO,PELAYDUR,HEFAMINC,PESEX,PTDTRACE,PEEDUCA,PEMARITL,HRHTYPE,HRNUMHOU,GEREG,GESTFIPS,state
0,49740,-1,-1,9,2,1,43,1,1,4,4,4,4
1,49740,-1,-1,9,1,1,41,1,1,4,4,4,4
2,49740,-1,-1,9,2,1,-1,-1,1,4,4,4,4
3,49740,-1,-1,9,1,1,-1,-1,1,4,4,4,4
4,49740,-1,-1,1,1,3,40,4,6,1,4,4,4
5,30780,-1,-1,7,2,1,43,1,1,2,3,5,5
6,30780,-1,-1,7,1,1,44,1,1,2,3,5,5
7,30780,-1,-1,14,2,2,43,4,4,2,3,5,5
8,30780,-1,-1,14,1,2,35,6,4,2,3,5,5
9,35620,-1,-1,16,2,1,43,1,1,3,1,34,34
10,35620,-1,-1,16,1,1,43,1,1,3,1,34,34
11,35620,-1,-1,16,1,1,-1,-1,1,3,1,34,34
12,49340,-1,-1,15,2,1,44,3,7,1,1,25,25
13,0,-1,-1,7,2,3,39,1,1,2,4,2,2
14,0,-1,-1,7,1,1,40,1,1,2,4,2,2
15,35620,-1,-1,15,1,1,42,2,6,1,1,36,36
16,32820,-1,-1,15,1,1,39,1,1,2,3,47,47
17,32820,-1,-1,15,2,1,39,1,1,2,3,47,47
18,30780,-1,-1,4,2,2,39,6,4,2,3,5,5
19,30780,-1,-1,4,2,2,-1,-1,4,2,3,5,5
20,12420,-1,-1,16,1,1,43,1,1,3,3,48,48
21,12420,-1,-1,16,2,1,43,1,1,3,3,48,48
22,12420,-1,-1,16,2,1,-1,-1,1,3,3,48,48
23,0,-1,-1,3,2,1,39,4,7,1,2,39,39
24,33860,-1,-1,16,2,1,40,1,1,2,3,1,1
25,33860,-1,-1,16,1,1,39,1,1,2,3,1,1
26,0,-1,-1,13,2,1,40,3,7,1,4,30,30
27,0,-1,-1,9,1,1,39,6,3,2,4,30,30
28,0,-1,-1,9,1,1,39,4,3,2,4,30,30
29,41860,-1,-1,16,2,1,44,4,4,2,4,6,6
30,41860,-1,-1,16,2,1,40,6,4,2,4,6,6
31,24340,-1,-1,9,1,2,44,5,6,1,2,26,26
32,0,-1,-1,13,2,1,41,3,4,4,3,21,21
33,0,-1,-1,13,2,1,34,6,4,4,3,21,21
34,0,-1,-1,13,2,1,-1,-1,4,4,3,21,21
35,0,-1,-1,13,1,1,-1,-1,4,4,3,21,21
36,34980,-1,-1,15,2,2,42,1,1,2,3,47,47
37,34980,-1,-1,15,1,2,43,1,1,2,3,47,47
38,40420,-1,-1,11,2,1,43,1,1,2,2,17,17
39,40420,-1,-1,11,1,1,43,1,1,2,2,17,17
40,26620,-1,-1,14,1,1,44,4,6,1,3,1,1
41,26620,-1,-1,15,2,1,43,1,1,4,3,1,1
42,26620,-1,-1,15,1,1,44,1,1,4,3,1,1
43,26620,-1,-1,15,2,1,-1,-1,1,4,3,1,1
44,26620,-1,-1,15,2,1,-1,-1,1,4,3,1,1
45,39820,-1,-1,16,2,1,43,1,1,4,4,6,6
46,39820,-1,-1,16,1,1,40,1,1,4,4,6,6
47,39820,-1,-1,16,1,1,-1,-1,1,4,4,6,6
48,39820,-1,-1,16,1,1,-1,-1,1,4,4,6,6
49,11700,-1,-1,9,1,1,39,3,6,1,3,37,37
50,16980,-1,-1,16,2,1,40,1,1,3,2,18,18
51,16980,-1,-1,16,1,1,40,1,1,3,2,18,18
52,16980,-1,-1,16,2,2,-1,-1,1,3,2,18,18
53,18580,-1,-1,14,2,1,39,3,7,1,3,48,48
54,0,-1,-1,3,1,1,34,6,6,1,2,38,38
55,0,-1,-1,1,2,6,-1,-1,4,3,4,4,4
56,0,-1,-1,1,2,6,39,6,4,3,4,4,4
57,0,-1,-1,1,1,6,37,6,4,3,4,4,4
58,0,-1,-1,14,1,1,40,1,1,4,2,19,19
59,0,-1,-1,14,2,1,39,1,1,4,2,19,19
60,0,-1,-1,14,2,1,-1,-1,1,4,2,19,19
61,0,-1,-1,14,1,1,-1,-1,1,4,2,19,19
62,16980,-1,-1,13,2,1,40,1,1,7,2,17,17
63,16980,-1,-1,13,1,1,40,1,1,7,2,17,17
64,16980,-1,-1,13,1,1,37,6,1,7,2,17,17
65,16980,-1,-1,13,2,1,-1,-1,1,7,2,17,17
66,16980,-1,-1,13,1,1,-1,-1,1,7,2,17,17
67,16980,-1,-1,13,2,1,40,1,1,7,2,17,17
68,16980,-1,-1,13,1,1,39,1,1,7,2,17,17
69,12060,-1,-1,13,1,4,44,3,6,1,3,13,13
70,17980,-1,-1,12,1,2,43,1,1,3,3,13,13
71,17980,-1,-1,12,2,2,42,1,1,3,3,13,13
72,17980,-1,-1,12,1,2,-1,-1,1,3,3,13,13
73,0,-1,-1,10,2,1,37,4,7,2,3,13,13
74,0,-1,-1,10,1,1,39,4,7,2,3,13,13
75,0,-1,-1,11,2,1,35,3,7,1,2,19,19
76,0,-1,-1,11,1,1,40,6,3,2,2,19,19
77,0,-1,-1,11,1,1,39,6,3,2,2,19,19
78,33860,-1,-1,9,1,1,39,3,6,1,3,1,1
79,33860,-1,-1,10,1,1,43,1,1,2,3,1,1
80,33860,-1,-1,10,2,1,40,1,1,2,3,1,1
81,22520,-1,-1,15,2,1,39,1,1,2,3,1,1
82,22520,-1,-1,15,1,1,39,1,1,2,3,1,1
83,22520,-1,-1,3,2,2,39,5,4,5,3,1,1
84,22520,-1,-1,3,2,2,37,6,4,5,3,1,1
85,22520,-1,-1,3,1,2,-1,-1,4,5,3,1,1
86,22520,-1,-1,3,1,2,-1,-1,4,5,3,1,1
87,22520,-1,-1,3,1,2,-1,-1,4,5,3,1,1
88,13820,-1,-1,4,2,1,40,3,7,1,3,1,1
89,13820,-1,-1,11,1,1,42,1,1,2,3,1,1
90,13820,-1,-1,11,2,1,41,1,1,2,3,1,1
91,13820,-1,-1,16,2,1,40,1,1,6,3,1,1
92,13820,-1,-1,16,1,1,39,1,1,6,3,1,1
93,13820,-1,-1,16,1,1,36,6,1,6,3,1,1
94,13820,-1,-1,16,1,1,34,6,1,6,3,1,1
95,13820,-1,-1,16,1,1,39,6,1,6,3,1,1
96,13820,-1,-1,16,2,1,-1,-1,1,6,3,1,1
97,13820,-1,-1,12,1,1,41,4,6,1,3,1,1
98,13820,-1,-1,8,1,1,39,1,1,2,3,1,1
99,13820,-1,-1,8,2,1,39,1,1,2,3,1,1
100,33860,-1,-1,7,2,2,40,5,4,3,3,1,1
101,33860,-1,-1,7,1,2,39,6,4,3,3,1,1
102,33860,-1,-1,7,1,2,-1,-1,4,3,3,1,1
103,26620,-1,-1,13,2,1,39,4,7,1,3,1,1
104,26620,-1,-1,14,1,1,40,3,6,1,3,1,1
105,26620,-1,-1,15,2,1,40,1,1,2,3,1,1
106,26620,-1,-1,15,1,1,43,1,1,2,3,1,1
107,13820,-1,-1,14,2,1,39,1,1,3,3,1,1
108,13820,-1,-1,14,1,1,39,1,1,3,3,1,1
109,13820,-1,-1,14,1,1,-1,-1,1,3,3,1,1
110,22520,-1,-1,12,1,1,35,4,3,3,3,1,1
111,22520,-1,-1,12,1,1,37,6,3,3,3,1,1
112,22520,-1,-1,12,1,1,36,6,3,3,3,1,1
113,22520,-1,-1,7,2,6,39,6,4,2,3,1,1
114,22520,-1,-1,7,2,6,-1,-1,4,2,3,1,1
115,13820,-1,-1,7,2,1,37,1,1,6,3,1,1
116,13820,-1,-1,7,1,1,37,1,1,6,3,1,1
117,13820,-1,-1,7,2,1,-1,-1,1,6,3,1,1
118,13820,-1,-1,7,2,1,-1,-1,1,6,3,1,1
119,13820,-1,-1,7,2,1,-1,-1,1,6,3,1,1
120,13820,-1,-1,7,1,1,-1,-1,1,6,3,1,1
121,13820,-1,-1,11,1,1,39,1,1,2,3,1,1
122,13820,-1,-1,11,2,1,39,1,1,2,3,1,1
123,22520,-1,-1,4,2,1,37,4,7,1,3,1,1
124,26620,-1,-1,11,2,1,40,1,1,2,3,1,1
125,26620,-1,-1,11,1,1,39,1,1,2,3,1,1
126,13820,-1,-1,9,1,2,39,1,1,6,3,1,1
127,13820,-1,-1,9,2,2,37,1,1,6,3,1,1
